통합키,회사명,공고제목,직무,직무상세,직무키워드,담당업무,자격요건,우대사항,직종,업종,직급직책,근무시간,급여,채용인원,채용인원구분,학력,상세주소,경력구분,최소연차,고용형태표준,시도,시군구,기술스택,마감일,마감구분,게재사이트수,게재사이트,대표URL,전체URL,수집시각,부산판정근거,부산판정확실도
KR2026090700034533,(주)엘리스메드,"의료기기, 의료소모품 영업지원 관리부 직원 채용","사무행정, 영업, 직원",,,,,,,,,,,,없음,고졸↑,,무관,0,정규직,부산,남구,,,,1,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54972148,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54972148,2026-09-08 13:40:31,시도=부산,강
KR2026090700034534,,[경력무관] 단순생산직 계약직 채용,"단순생산직, 생산직",,,,,,,,,,,,없음,학력무관,,무관,0,계약직,부산,강서구,,2026-10-08,기한,1,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54972139,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54972139,2026-09-08 13:40:31,시도=부산,강
KR2026090700034535,훼미리식품㈜부산공장,[생산팀] 정규직 사원 모집,"생산, 사원, 생산팀",,,,,,,,,,,,없음,고졸↑,,무관,0,정규직,부산,사하구,,2026-10-05,기한,1,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54668618,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54668618,2026-09-08 13:40:31,시도=부산,강
KR2026090700034536,(주)제이에스티화성,[채용] 경리 및 일반 사무 담당자 채용 공고,"경리사무원, 경리, 사무",,,,,,,,,,,,없음,고졸↑,,경력,,정규직,부산,강서구,,2026-10-08,기한,1,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54972119,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54972119,2026-09-08 13:40:31,시도=부산,강
KR2026090700034537,훼미리식품㈜부산공장,생산팀 서무 계약직(육아휴직 대체인력) 채용 공고,"서무, 비품관리, 사무보조, 생산, 인력, 육아휴직 대체인력",,,,,,,,,,,,없음,고졸↑,,경력,,정규직,부산,사하구,,2026-09-30,기한,1,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54901206,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54901206,2026-09-08 13:40:31,시도=부산,강
KR2026090700034538,더미즈웰 산부인과,산후조리원 N-KEEP,"간호사, 조리, 산후조리원",,,,,,,,,,,,없음,"대학(2,3년)↑",,경력,3,정규직,부산,북구,,2026-10-08,기한,1,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54972092,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54972092,2026-09-08 13:40:31,시도=부산,강
KR2026090700034539,(학)동의병원,중환자실  경력 간호사 모집,"간호사, 간호, 중환자실",,,,,,,,,,,,없음,"대학(2,3년)↑",,경력,1,정규직,부산,부산진구,,,,1,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54972076,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54972076,2026-09-08 13:40:31,시도=부산,강
KR2026090700034540,(주)이즈테크,품질관리 대리급 이상 채용,"QA, QC, 품질관리",,,,,,,,,,,,없음,"대학(2,3년)↑",,무관,0,정규직,부산,사하구,,2026-10-08,기한,1,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54972069,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54972069,2026-09-08 13:40:31,시도=부산,강
KR2026090700034541,(주)농심,[(주)농심 호텔사업부] 호텔조리팀(한식)채용,"조리사, 호텔, 요리사, 조리",,,,,,,,,,,,없음,학력무관,,경력,,계약직,부산,동래구,,2026-09-20,기한,1,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54972058,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54972058,2026-09-08 13:40:31,시도=부산,강
KR2026090700034542,,"LEDAS 간호사 채용( 정규직, 기간제 4개월 )","간호사, 간호",,,,,,,,,,,,없음,"대학(2,3년)↑",,무관,0,정규직,부산,부산진구,,,,1,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54972029,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54972029,2026-09-08 13:40:31,시도=부산,강
KR2026090700034543,(주)시울프마린,(주)시울프마린 [경영지원팀] 신입/경력직 채용,"경리, 경리사무원, 사무직, 총무, 사무보조, 경영지원, 경영지원팀",,,,,,,,,,,,없음,"대학(2,3년)↑",,경력,,정규직,부산,,,2026-09-30,기한,1,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54972010,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54972010,2026-09-08 13:40:31,시도=부산,강
KR2026090700034544,,"연세척병원 외래 진료보조 (간호사, 조무사) / 정규직","간호사, 간호조무사, 외래, 진료보조, 세척, 간호, 조무사",,,,,,,,,,,,없음,학력무관,,무관,0,정규직,부산,부산진구,,2026-10-08,기한,1,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54972008,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54972008,2026-09-08 13:40:31,시도=부산,강
KR2026090700034545,(학)동의병원,외래 간호조무사  채용,"간호조무사, 외래",,,,,,,,,,,,없음,"대학(2,3년)↑",,무관,0,계약직,부산,부산진구,,,,1,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54972007,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54972007,2026-09-08 13:40:31,시도=부산,강
KR2026090700034546,,LEDAS 국제사업부 (영어 담당),"병원코디네이터, 흉부외과, 고객관리, 병원마케팅, 모바일마케팅",,,,,,,,,,,,없음,대학교(4년)↑,,경력,,정규직,부산,부산진구,,,,1,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54971997,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54971997,2026-09-08 13:40:31,시도=부산,강
KR2026090700034547,(학)동의병원,간호간병통합서비스 병동 간호조무사 채용,"간호조무사, 간호, 간병, 병동",,,,,,,,,,,,없음,학력무관,,무관,0,계약직,부산,부산진구,,,,1,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54971988,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54971988,2026-09-08 13:40:31,시도=부산,강
KR2026090700034548,(주)플러스테크,[장안공단+잔업/특근꾸준+통근] 자동차부품 제조회사 사원 모집,"단순생산직, 생산관리, 설비OP, 품질검사원, 박스제조, 자동차, 제조, 사원",,,,,,,,,,,,없음,학력무관,,무관,0,정규직,부산,,,,,1,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54866858,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54866858,2026-09-08 13:40:31,시도=부산,강
KR2026090700034549,,[산업안전] 산업안전직종 훈련교사 채용,"훈련교사, 교사",,,,,,,,,,,,없음,학력무관,,무관,0,정규직,부산,사상구,,2026-11-07,기한,1,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54971976,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54971976,2026-09-08 13:40:31,시도=부산,강
KR2026090700034550,(주)엘리스메드,"의료기기, 의료소모품 부산 지역 영업직 채용 - 신입","의료기기영업, 영업직",,,,,,,,,,,,없음,"대학(2,3년)↑",,신입,0,정규직,부산,남구,,,,1,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54971975,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54971975,2026-09-08 13:40:31,시도=부산,강
KR2026090700034551,엔솔브,ESS EPC 프로젝트 담당 경력 구성원 (경력) 채용,"건축, 설계, 인테리어, 기계설계, CAD, CAM, 생산관리, 공정관리, 품질관리, 자동차, 조선, 기계, 전기, 전자, 제어",,,,,,,,,,,,없음,대학교(4년)↑,,경력,5,정규직,부산,기장군,,2026-09-13,기한,2,"캐치, 사람인",https://www.catch.co.kr/Comp/CompDetail/376147/Recruit/570042,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54971972 | https://www.catch.co.kr/Comp/CompDetail/376147/Recruit/570042,2026-09-07 17:57:07,시도=부산,강
KR2026090700034552,노잼컴퍼니,운전면허증 있으시면 여기로 오세요 노잼컴퍼니가 기다립니다.,"A, S기사, 운전",,,,,,,하드웨어·장비,,,,1,명시,고졸↑,,무관,0,정규직,부산,,,2026-10-01,기한,1,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54905900,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54905900,2026-09-08 13:40:31,시도=부산,강
KR2026090700034553,(주)트랜스코스모스코리아,[세달단기/이직확인서] LG전자 A/S 접수 단순 상담 MhGH,"기술지원, 사무직, 사무보조, 가전제품설치, 접수, 예약, 전자",,,,,,,,,,,,없음,학력무관,,신입,0,계약직,부산,,,2026-09-23,기한,1,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54971967,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54971967,2026-09-08 13:40:31,시도=부산,강
KR2026090700034554,세인요양병원,세인요양병원 집중치료실 3교대 조무사님을 찾고 있어요,"간호조무사, 조무사",,,,,,,,,,,,없음,고졸↑,,경력,1,정규직,부산,동래구,,2026-10-08,기한,1,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54971959,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54971959,2026-09-08 13:40:31,시도=부산,강
KR2026090700034555,,[공조냉동] 공조냉동직종 훈련교사 채용,"훈련교사, 공조, 교사, 공조냉동",,,,,,,,,,,,없음,학력무관,,무관,0,정규직,부산,사상구,,2026-11-07,기한,1,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54971947,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54971947,2026-09-08 13:40:31,시도=부산,강
KR2026090700034556,,[용접] 용접직종 훈련교사 채용,"훈련교사, 용접, 교사",,,,,,,,,,,,없음,학력무관,,무관,0,정규직,부산,사상구,,2026-11-07,기한,1,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54971917,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54971917,2026-09-08 13:40:31,시도=부산,강
KR2026090700034557,,정관 하얀수치과에서 치과위생사 선생님을 모집합니다.,"치과위생사, 치과, 치과의원",,,,,,,의료(진료과목별),,,,1,명시,학력무관,,무관,0,정규직,부산,기장군,,2026-11-06,기한,1,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54958127,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54958127,2026-09-08 13:40:31,시도=부산,강
KR2026090700034558,,하얀수치과 상담실장님을 모십니다.,"치과위생사, 상담실장, 치과, 치과의원, 실장",,,,,,,의료(진료과목별),,,,1,명시,학력무관,,무관,0,정규직,부산,기장군,,2026-10-03,기한,1,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54644268,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54644268,2026-09-08 13:40:31,시도=부산,강
KR2026090700034559,심플치과의원,[경성대] 저연차 치위생사 구해요~,"치과위생사, 치과, 치위생",,,,,,,,,,,,없음,"대학(2,3년)↑",,경력,,정규직,부산,,,2026-11-07,기한,1,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54971799,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54971799,2026-09-08 13:40:31,시도=부산,강
KR2026090700034560,,이앤이치과의원 진료실 선생님 구합니다.,"간호조무사, 치과",,,,,,,,,,,,없음,고졸↑,,무관,0,정규직,부산,해운대구,,2026-10-08,기한,1,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54971774,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54971774,2026-09-08 13:40:31,시도=부산,강
KR2026090700034561,비에스(BS)숨이비인후과의원,[확장이전] 수영구 남천동 이비인후과병원 외래 간호조무사 모집,"간호조무사, 외래, 일반병원",,,,,,,,,,,,없음,학력무관,,경력,,정규직,부산,수영구,,2026-10-08,기한,1,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54971768,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54971768,2026-09-08 13:40:31,시도=부산,강
KR2026090700034562,(주)경동유리제경사,경리·출납·결산 정규직 채용(경력무관),경리,,,,,,,,,,,,없음,고졸↑,,무관,0,정규직,부산,사상구,,2026-09-22,기한,1,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54971747,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54971747,2026-09-08 13:40:31,시도=부산,강
KR2026090700034563,해원에프앤비(주),해원에프앤비(주) 육가공 생산팀원 모집합니다.,"생산관리, 생산, 생산기술, 가공",,,,,,,,,,,,없음,학력무관,,무관,0,정규직,부산,기장군,,2026-10-08,기한,1,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54971741,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54971741,2026-09-08 13:40:31,시도=부산,강
KR2026090700034564,,[정규직/신입환영] 전자부품 자재 구매 및 관리,"구매관리, 자재관리, 재고관리, 창고관리, 자재구매, 전자, 구매",,,,,,,전기·전자·제어,,,,1,명시,학력무관,,무관,0,정규직,부산,기장군,,2026-10-01,기한,1,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54909238,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54909238,2026-09-08 13:40:31,시도=부산,강
KR2026090700034565,씨에스엘(주),씨에스엘(주) 수입 식품 검역대행 사무원 경력 채용 공고,"통관, 배차관리, 무역사무원, 창고관리, 사무",,,,,,,,,,,,없음,학력무관,,경력,1,정규직,부산,중구,,2026-10-08,기한,1,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54971724,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54971724,2026-09-08 13:40:31,시도=부산,강
KR2026090700034566,(주)명린종합건설,[정규직] 재개발아파트 건축 대리 모집 공고,"건설관리, 개발, 건축",,,,,,,,,,,,없음,"대학(2,3년)↑",,경력,3,정규직,부산,연제구,,,,1,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54964819,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54964819,2026-09-08 13:40:31,시도=부산,강
KR2026090700034567,㈜파워엔솔루션,[PNS] 전기/제어 엔지니어,"전기, 제어 엔지니어 모집, 엔지니어, 전기설계, 전기설비, 전기배선",전기/제어 엔지니어 모집,,,경력 신입·경력 학력 대졸이상 스킬,"기본우대 영어가능자, 유관업무 경력자",,전기·전자·제어,,주5일(월~금) 09:00 ~ 18:00,회사 내규에 따름 (면접 후 결정),,미정,대졸↑,부산 기장군 장안읍 의과학6로 9 (임랑리) 지도보기,경력,,정규직,부산,기장군,,2026-11-07,기한,2,"잡코리아, 사람인",https://www.jobkorea.co.kr/Recruit/GI_Read/49945495?rPageCode=SL&logpath=21&sn=6&sc=611,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54971701 | https://www.jobkorea.co.kr/Recruit/GI_Read/49945495?rPageCode=SL&logpath=21&sn=6&sc=611,2026-09-08 14:58:38,시도=부산,강
KR2026090700034568,세명치과의원,"당감동 치과위생사,간호조무사 경력자 선생님 구해요","치과위생사, 간호조무사, 치과",,,,,,,,,,,,없음,학력무관,,무관,0,정규직,부산,,,2026-10-08,기한,1,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54971698,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54971698 | https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54833230,2026-09-08 13:40:31,시도=부산,강
KR2026090700034569,에이스휴먼파워㈜,[서면역] 신한카드 부산 단기채권 상담 및 방문추심 채용,"채권추심, 해피콜, 삼성카드, 방문추심, 신한카드, 거래처관리, 단기연체, 고객관리, 롯데카드, 단기채권, 현대카드, 텔레마케팅, 신용카드사, 미납안내, 전화상담, 채권",채권추심,,,경력 경력무관 학력 학력무관,,,콜센터·아웃소싱·기타,,주5일(월~금) 09:00 ~ 18:00,월급 360~600만원,,미정,학력무관,"부산 부산진구 중앙대로 748 (부전동, 신한은행부전동지점) 7F 지도보기",무관,0,계약직,부산,부산진구,,2026-10-07,기한,2,"잡코리아, 사람인",https://www.jobkorea.co.kr/Recruit/GI_Read/49943025?rPageCode=SL&logpath=21&sn=6&sc=611,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54965963 | https://www.jobkorea.co.kr/Recruit/GI_Read/49943025?rPageCode=SL&logpath=21&sn=6&sc=611,2026-09-08 14:58:35,시도=부산,강
KR2026090700034570,명진한의원,[주4] 간호조무사 선생님 모십니다 [부산 사상구 주례 한의원],간호조무사,,,,,,,,,,,,없음,학력무관,,무관,0,정규직,부산,사상구,,2026-10-02,기한,1,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54924580,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54924580,2026-09-08 13:40:31,시도=부산,강
KR2026090700034571,,주식회사 번영 전착도장 생산 및 출하관리자 채용,"생산관리, 도장, 생산",,,,,,,기계·설비·자동차,,,,1,명시,학력무관,,무관,0,정규직,부산,기장군,,2026-09-20,기한,1,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54811046,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54811046,2026-09-08 13:40:31,시도=부산,강
KR2026090700034572,,[서면치과] 스마트e치과 진료실 팀장급 치위생사 모집,"치과위생사, 팀장, 치위생, 치과",,,,,,,,,,,,없음,"대학(2,3년)↑",,무관,0,정규직,부산,부산진구,,2026-10-08,기한,1,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54971633,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54971633,2026-09-08 13:40:31,시도=부산,강
KR2026090700034573,㈜비티에스,"[당감동] 은행 경비원 (객장안내,보안) 모집","은행 경비원, 경비원, 보안",은행 경비원,,,경력 경력무관 학력 고졸이상,기본우대 유관업무 경험자(인턴·알바),,경비 및 경호 서비스업,,주5일(월~금) 08:30 ~ 17:30,"연봉 2,830만원 이상",1,명시,고졸↑,부산 부산진구 당감로 48 (당감동) 부산은행 당감동지점 지도보기,무관,0,계약직,부산,부산진구,,2026-09-07,기한,2,"잡코리아, 사람인",https://www.jobkorea.co.kr/Recruit/GI_Read/49923505,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54971624 | https://www.jobkorea.co.kr/Recruit/GI_Read/49923505 | https://www.jobkorea.co.kr/Recruit/GI_Read/49945204?rPageCode=SL&logpath=21&sn=6&sc=611,2026-09-07 15:48:11,시도=부산,강
KR2026090700034574,연세세브란스치과의원,거제동 연세세브란스 치과 진료실 구합니다.,"치과위생사, 치과",,,,,,,,,,,,없음,학력무관,,무관,0,정규직,부산,연제구,,2026-10-08,기한,1,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54971602,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54971602,2026-09-08 13:40:32,시도=부산,강
KR2026090700034575,(주)광성계측기,(주)광성계측기 제품 생산직 사원 모집(구동부),"단순생산직, 조립, 생산직, 사원",,,,,,,,,,,,없음,고졸↑,,무관,0,정규직,부산,기장군,,2026-11-07,기한,1,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54971594,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54971594,2026-09-08 13:40:32,시도=부산,강
KR2026090700034576,(주)드림메디,의료용품 배송 및 납품 직원 채용 공고,"납품운전원, 배송기사, 거래처납품, 배송, 직원",,,,,,,,,,,,없음,학력무관,,무관,0,정규직,부산,강서구,,2026-09-20,기한,1,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54971537,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54971537,2026-09-08 13:40:32,시도=부산,강
KR2026090700034577,커피로만,광안리 '정백담오리' 주방/ 홀 직무 채용공고,"부주방장, 주방보조, 주방장, 홀매니저, 홀서빙, 주방, 홀",,,,,,,외식업·식음료,,,,1,명시,학력무관,,무관,0,정규직,부산,수영구,,2026-10-03,기한,1,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54929633,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54929633,2026-09-08 13:40:32,시도=부산,강
KR2026090700034578,,풋토리 동래점에서 함께할 선생님을 모십니다~,네일리스트,,,,,,,,,,,,없음,학력무관,,경력,1,정규직,부산,동래구,,,,1,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54971524,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54971524,2026-09-08 13:40:32,시도=부산,강
KR2026090700034579,온 메디칼,이비인후과의원 의료기 관리사원 모집함.,"이비인후과, 사원, 관리사원",,,,,,,의료(진료과목별),,,,1,명시,고졸↑,,무관,0,정규직,부산,서구,,,,1,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54694696,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54694696,2026-09-08 13:40:32,시도=부산,강
KR2026090700034580,(주)피앤피커리어,[재택근무] 부산 쿠팡 고객센터 CS상담원,"사무직, 문서작성, 사무보조, 전화응대, 콘텐츠관리, 상담원, 고객센터",,,,,,,,,,,,없음,학력무관,,무관,0,정규직,부산,중구,,,,1,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54735100,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54735100,2026-09-08 13:40:32,시도=부산,강
KR2026090700034581,이내과의원,[간호조무사 경력] 함께 일하신 직원분 모십니다.,"간호조무사, 직원, 간호조무사 경력",,,,,,,,,,,,없음,학력무관,,경력,3,정규직,부산,동래구,,2026-10-08,기한,1,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54971387,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54971387,2026-09-08 13:40:32,시도=부산,강
KR2026090700034582,온 메디칼,[부산 ] 수면다원검사 프리랜서 임상병리사 구인.,"임상병리사, 검사",,,,,,,의료(진료과목별),,,,1,명시,"대학(2,3년)↑",,무관,0,프리랜서,부산,서구,,2026-09-24,기한,1,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54838322,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54838322,2026-09-08 13:40:32,시도=부산,강
KR2026090700034583,리드인독서전문중동점학원,리드인 독서학원 교사 정규직 채용(학원경력사원),"학원강사, 교사, 사원, 학원경력사원",,,,,,,,,,,,없음,대학교(4년)↑,,무관,0,정규직,부산,해운대구,,2026-11-05,기한,1,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54954250,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54954250,2026-09-08 13:40:32,시도=부산,강
KR2026090700034584,(주)유진전설,(주)유진전설 전기공사 기술자(외선공) 채용 공고,"시공기사, 전기기사, 전기공",,,,,,,,,,,,없음,학력무관,,경력,,정규직,부산,사상구,,2026-10-08,기한,1,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54971359,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54971359,2026-09-08 13:40:32,시도=부산,강
KR2026090700034585,㈜윌앤비전,[부산/주5일] 벤츠 남천 인증중고차 전시장 Car Admin 채용 모집,"차량운전직, 차량관리, 매장관리, 운전, 매장, 콜센터, 중고차딜러, 고객응대, 인증, 출고, 검사","차량운전직, 차량관리, 매장관리",,"차량 입출고 준비 ㆍ차량 성능 인스펙션(점검,검사,관리) 및 리컨디션 업무 ㆍ각종 서류 및 전시차, 보관차 등 인증중고전시장 전반적인 업무 수행",경력 경력무관 학력 학력무관 스킬,"기본우대 인근거주자, 유관업무 경험자(인턴·알바), 즉시출근 가능자, 운전면허 소지자",,인력 공급업,,주5일(월~금) 09:00 ~ 18:00,월급 218~218만원,,미정,학력무관,부산 수영구 수영로 434 (남천동) . 지도보기,무관,0,정규직,부산,수영구,,2026-10-08,기한,2,"잡코리아, 사람인",https://www.jobkorea.co.kr/Recruit/GI_Read/49945452?rPageCode=SL&logpath=21&sn=6&sc=611,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54971355 | https://www.jobkorea.co.kr/Recruit/GI_Read/49945452?rPageCode=SL&logpath=21&sn=6&sc=611,2026-09-08 14:58:35,시도=부산,강
KR2026090700034586,서광신소재(주),생산직 신입/경력 모집(2교대/주5일),"제조, 생산직",,,,,,,,,,,,없음,고졸↑,,무관,0,정규직,부산,강서구,,2026-10-04,기한,1,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54971327,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54971327,2026-09-08 13:40:32,시도=부산,강
KR2026090700034587,(주)프로에스콤,[부산 오시리아단지] 롯데월드 어드벤쳐 보안사원- 주간 보안,"경비원, 경비지도사, 경호원, 벨멘, 도어맨, 보안요원, 보안, 사원, 보안사원",,,,,,,,,,,,없음,학력무관,,무관,0,정규직,부산,기장군,,,,1,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54752762,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54752762,2026-09-08 13:40:32,시도=부산,강
KR2026090700034588,,경력)수술실 어시스트  간호사 모집,"간호사, 간호조무사, 간호, 수술실",,,,,,,,,,,,없음,"대학(2,3년)↑",,무관,0,정규직,부산,사상구,,,,1,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54966071,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54966071,2026-09-08 13:40:32,시도=부산,강
KR2026090700034589,(주)코리아펠라직,[코리아펠라직] 온라인 플랫폼 MD,"마케팅기획, 마케팅전략, SNS마케팅, 콘텐츠기획, 콘텐츠마케팅, 플랫폼, MD",,,,,,,,,,,,없음,"대학(2,3년)↑",,경력,2,정규직,부산,해운대구,,2026-10-08,기한,1,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54971271,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54971271,2026-09-08 13:40:32,시도=부산,강
KR2026090700034590,(주)유진전설,(주)유진전설에서 한전단가 공사 현장대리인 모집합니다,"공무, 시공관리자, 현장",,,,,,,,,,,,없음,학력무관,,경력,,정규직,부산,사상구,,2026-10-08,기한,1,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54971255,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54971255,2026-09-08 13:40:32,시도=부산,강
KR2026090700034591,성림에너지(주),성림에너지(주) 열병합발전소 신입 현장직(교대)사원 채용,"에너지관리, 2교대, 플랜트설비, 플랜트전기, 생산, 현장, 사원",,,,,,,,,,,,없음,고졸↑,,무관,0,정규직,부산,강서구,,2026-10-08,기한,1,사람인,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54971250,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54971250,2026-09-08 13:40:32,시도=부산,강
