통합키,정답코드,정답명,예측코드,근거,확실도,매칭토큰,정답13분류,예측13분류,추정코드,추정근거
KR2026090700024571,817300,운송장비 조립원(항공기·선박·철도기관차·전동차 등 검사원 포함),0,상위합의,약,물류,10,01,,사전(학습) 「물류」 — 정답 39건 중 24건이 01 경영·사무·금융·보험직 — 세세분류는 흩어진다
KR2026090700037371,550102,재가 요양보호사,550102,별칭일치,강,재가요양보호사,06,06,,
KR2026090700029680,029904,사무 보조원(일반사업체),0,상위합의,약,사무,01,01,,사전(학습) 「서류정리원(일반사업체)」 — 정답 2건 중 2건이 01 경영·사무·금융·보험직 — 세세분류는 흩어진다
KR2026090700038061,821200,금속가공 기계 조작원,8,상위합의,약,생산직,10,10,,사전(수동) 「생산직」 — 생산 현장직. 공정은 특정 불가 → 설치·정비·생산직
KR2026090700142440,212300,특수교육 교사,212300,별칭일치,강,특수교육교사,03,03,,
KR2026090700028430,550102,재가 요양보호사,550102,별칭일치,강,재가요양보호사,06,06,,
KR2026090700038092,872102,정육원,8,상위합의,약,정육가공원,10,10,,사전(학습) 「정육가공원」 — 정답 2건 중 2건이 10 설치·정비·생산직 — 세세분류는 흩어진다
KR2026090700018075,813204,범용 밀링기조작원,8,상위합의,약,가공,10,10,,사전(학습) 「가공」 — 정답 214건 중 183건이 10 설치·정비·생산직 — 세세분류는 흩어진다
KR2026090700025477,561102,"호텔·콘도·숙박시설 청소원(룸메이드,하우스키퍼)",561102,학습사전,중,호텔청소원,06,06,,
KR2026090700018483,231400,직업 관련 상담사,231100,별칭일치,강,사회복지사,03,03,,
KR2026090700026993,026202,영업 기획·관리·지원 사무원,026202,학습사전,중,영업기획사무원,01,01,,
KR2026090700038102,550100,요양보호사,550100,별칭일치,강,요양보호사,06,06,,
KR2026090700037937,550400,장애인 돌봄 종사원,,미분류,,,06,,,
KR2026090700029531,027102,회계 사무원(회계·세무 사무소),027100,별칭일치,강,회계사무원,01,01,,
KR2026090700031467,706002,건설·채굴 단순 종사원,,미분류,,,09,,,
KR2026090700025091,029904,사무 보조원(일반사업체),029904,학습사전,중,문서수발원(일반사업체),01,01,,
KR2026090700029257,550102,재가 요양보호사,550100,별칭일치,강,요양보호사,06,06,,
KR2026090700018357,016300,제품 생산 관련 관리자,8,상위합의,약,생산직,01,10,,사전(수동) 「생산직」 — 생산 현장직. 공정은 특정 불가 → 설치·정비·생산직
KR2026090700017381,550100,요양보호사,3,상위합의,약,위생,06,04,,사전(학습) 「위생」 — 정답 50건 중 28건이 06 미용·여행·숙박·음식·경비·청소직 — 세세분류는 흩어진다
KR2026090700016025,028406,자재·구매 사무원(일반 사업체),028406,별칭일치,강,자재·구매사무원(일반사업체),01,01,,
KR2026090700026280,304000,간호사,304000,별칭일치,강,간호사,04,04,,
KR2026090700015997,550100,요양보호사,550100,별칭일치,강,요양보호사,06,06,,
KR2026090700016902,890001,기계·금속 분야 단순 종사원,890001,학습사전,중,기계분야단순노무자,10,10,,
KR2026090700021993,231101,사회복지사(사회복지시설),231100,별칭일치,강,사회복지사,03,03,,
KR2026090700023845,140204,건축설비 기술자,140400,학습사전,중,조경,02,02,,
KR2026090700021462,531800,단체급식 조리사,5,상위합의,약,급식,06,06,532300,사전(수동) 「급식」 — 급식 조리·배식. 주방 보조원
KR2026090700029079,158400,산업안전 및 산업위험 관리 기술자,3,상위합의,약,안전관리,02,04,,사전(수동) 「캐드」 — 제도·설계 — 공학기술직
KR2026090700022021,834002,빌딩 전기관리원,8,상위합의,약,재단,10,10,834002,사전(수동) 「시설관리」 — 빌딩 전기관리원
KR2026090700022019,813200,금속 공작기계 조작원,813200,학습사전,중,그라인더조작원,10,10,,
KR2026090700037555,550100,요양보호사,550100,별칭일치,강,요양보호사,06,06,,
KR2026090700037649,015200,운송 관련 관리자(부서장),0,상위합의,약,물류,01,01,,사전(학습) 「물류」 — 정답 39건 중 24건이 01 경영·사무·금융·보험직 — 세세분류는 흩어진다
KR2026090700030554,873102,어패류(수산물) 가공기계 조작원,8,상위합의,약,생산직,10,10,,사전(학습) 「수산물염장원」 — 정답 2건 중 2건이 10 설치·정비·생산직 — 세세분류는 흩어진다
KR2026090700017249,231100,사회복지사,,미분류,,,03,,,
KR2026090700031359,232100,보육교사,232100,별칭일치,강,보육교사,03,03,,
KR2026090700029098,902400,가금 사육원,8,상위합의,약,가공,11,10,,사전(학습) 「가공」 — 정답 214건 중 183건이 10 설치·정비·생산직 — 세세분류는 흩어진다
KR2026090700037515,304000,간호사,304000,별칭일치,강,간호사,04,04,,
KR2026090700038145,550102,재가 요양보호사,550102,별칭일치,강,재가요양보호사,06,06,,
KR2026090700028902,824102,"전기용접원(아크,알곤,티그용접원)",824102,별칭일치,강,전기용접원,10,10,,
KR2026090700037427,027102,회계 사무원(회계·세무 사무소),027102,별칭일치,강,회계사무원(회계·세무사무소),01,01,,
KR2026090700028386,813208,톱기계 조작원,813208,별칭일치,강,톱기계조작원,10,10,,
KR2026090700026144,813212,레이저 절단원,813212,별칭일치,강,레이저절단원,10,10,,
KR2026090700019731,153105,전기공사 기술자(전기견적 포함),153105,별칭일치,강,전기공사기술자,02,02,,
KR2026090700023146,016100,건설 및 광업 관련 관리자(부서장),016100,학습사전,중,건설관련관리자,01,01,,
KR2026090700018050,027102,회계 사무원(회계·세무 사무소),027102,별칭일치,강,회계사무원(회계·세무사무소),01,01,,
KR2026090700023133,890000,기타 제조 관련 단순 종사원,890000,학습사전,중,권선공,10,10,,
KR2026090700142385,550101,요양보호사(노인요양사),550100,별칭일치,강,요양보호사,06,06,,
KR2026090700037643,905300,어업 관련 단순 종사원,905300,학습사전,중,연근해어부고용,11,11,,
KR2026090700030641,561100,건물 청소원,5,상위합의,약,미화원,06,06,561100,사전(수동) 「미화원」 — 건물 청소원
KR2026090700037393,836000,전기‧전자 부품 및 제품 조립원,1,상위합의,약,설계,10,10,,사전(수동) 「엔지니어」 — 분야 없이는 특정 불가
KR2026090700023144,027102,회계 사무원(회계·세무 사무소),027100,별칭일치,강,회계사무원,01,01,,
KR2026090700038123,550102,재가 요양보호사,550102,별칭일치,강,재가요양보호사,06,06,,
KR2026090700031326,813200,금속 공작기계 조작원,813200,학습사전,중,그라인더조작원,10,10,,
KR2026090700030819,159103,기계·금속 제도사(캐드원),159103,학습사전,중,기계제도사,02,02,,
KR2026090700029305,550101,요양보호사(노인요양사),550100,별칭일치,강,요양보호사,06,06,,
KR2026090700027306,027200,경리 사무원,027200,학습사전,중,경리장부정리원,01,01,,
KR2026090700030390,561101,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",5,상위합의,약,미화원,06,06,561100,사전(수동) 「미화원」 — 건물 청소원
KR2026090700017680,232903,장애인 생활지도원(장애인활동보조원 포함),232903,학습사전,중,장애인활동지원사,03,03,,
KR2026090700017348,550100,요양보호사,550100,별칭일치,강,요양보호사,06,06,,
KR2026090700020050,550100,요양보호사,550100,별칭일치,강,요양보호사,06,06,,
KR2026090700037962,623004,지게차 운전원,623004,별칭일치,강,지게차운전원,08,08,,
KR2026090700016586,852103,고무 프레스기 조작원,852103,학습사전,중,고무유압프레스기조작원,12,12,,
KR2026090700016583,026501,총무 및 일반 사무원,026501,학습사전,중,기업행정사무원,01,01,,
KR2026090700020785,028405,자재·구매 사무원(음식료품),028405,학습사전,중,음식료품구매사무원,01,01,,
KR2026090700018026,159103,기계·금속 제도사(캐드원),8,상위합의,약,기계,02,10,,사전(학습) 「기계」 — 정답 210건 중 123건이 10 설치·정비·생산직 — 세세분류는 흩어진다
KR2026090700015576,813213,기타 금속공작기계 조작원 및 보조원,8,상위합의,약,작업자,10,10,890000,사전(수동) 「작업자」 — 제조 단순 종사원
KR2026090700022666,550100,요양보호사,550100,별칭일치,강,요양보호사,06,06,,
KR2026090700016894,564900,기타 서비스 관련 단순 종사원,8,상위합의,약,수리,06,10,,사전(학습) 「수리」 — 정답 24건 중 14건이 10 설치·정비·생산직 — 세세분류는 흩어진다
KR2026090700027957,027102,회계 사무원(회계·세무 사무소),027100,별칭일치,강,회계사무원,01,01,,
KR2026090700018054,813100,금형원,,미분류,,,10,,,
KR2026090700030805,813104,캐드캠 기능원,8,상위합의,약,가공,10,02,,사전(학습) 「설계」 — 정답 86건 중 66건이 02 연구직 및 공학기술직 — 세세분류는 흩어진다
KR2026090700018430,153301,전자부품 개발 기술자 및 연구원,1,상위합의,약,개발,02,02,,사전(학습) 「개발팀」 — 정답 2건 중 2건이 02 연구직 및 공학기술직 — 세세분류는 흩어진다
KR2026090700019744,550102,재가 요양보호사,550102,별칭일치,강,재가요양보호사,06,06,,
KR2026090700018038,232903,장애인 생활지도원(장애인활동보조원 포함),232903,별칭일치,강,장애인생활지도원,03,03,,
KR2026090700016220,550102,재가 요양보호사,550102,별칭일치,강,재가요양보호사,06,06,,
KR2026090700027665,028900,기타 운송 및 무역 사무원,028900,학습사전,중,터미널관리사무원,01,01,,
KR2026090700024889,824100,용접원,8,상위합의,약,용접사,10,10,,사전(학습) 「용접사」 — 정답 15건 중 14건이 10 설치·정비·생산직 — 세세분류는 흩어진다
KR2026090700142332,852402,플라스틱제품 조립원 및 검사원,852402,학습사전,중,플라스틱제품조립원,12,12,,
KR2026090700037746,813204,범용 밀링기조작원,813204,별칭일치,강,범용밀링기조작원,10,10,,
KR2026090700018055,813200,금속 공작기계 조작원,,미분류,,,10,10,813200,사전(학습) 「선반원」 — 정답 3건 중 3건이 813200 금속 공작기계 조작원
KR2026090700026720,232902,아동 생활지도원,6,상위합의,약,판매,03,07,,후보 표결 — 지지 후보들의 13대분류가 07 로 모였다
KR2026090700031083,883300,목제품 제조 관련 종사원,8,상위합의,약,포장,10,10,,사전(학습) 「woodenbox제작원」 — 정답 2건 중 2건이 10 설치·정비·생산직 — 세세분류는 흩어진다
KR2026090700142297,550102,재가 요양보호사,550102,별칭일치,강,재가요양보호사,06,06,,
KR2026090700030852,306400,치과위생사,306400,별칭일치,강,치과위생사,04,04,,
KR2026090700024897,550100,요양보호사,550100,별칭일치,강,요양보호사,06,06,,
KR2026090700023141,822301,제관원,5,상위합의,약,선박,10,06,,사전(학습) 「선박」 — 정답 65건 중 35건이 10 설치·정비·생산직 — 세세분류는 흩어진다
KR2026090700037902,027103,회계 사무원(일반 사업체),0,상위합의,약,회계,01,01,029904,사전(수동) 「사무직」 — 사무 보조원(일반사업체). KECO 명칭은 `사무원`
KR2026090700142249,561101,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",5,상위합의,약,청소,06,06,,사전(학습) 「청소」 — 정답 165건 중 140건이 06 미용·여행·숙박·음식·경비·청소직 — 세세분류는 흩어진다
KR2026090700022424,550100,요양보호사,550100,별칭일치,강,요양보호사,06,06,,
KR2026090700022440,613200,제품 영업원,6,상위합의,약,영업,07,07,,후보 표결 — 지지 후보들의 13대분류가 07 로 모였다
KR2026090700018930,153107,전기안전 기술자,8,상위합의,약,전기산업기사,02,02,,사전(학습) 「전기기사」 — 정답 9건 중 5건이 02 연구직 및 공학기술직 — 세세분류는 흩어진다
KR2026090700022663,550100,요양보호사,550100,별칭일치,강,요양보호사,06,06,,
KR2026090700017335,028500,생산 및 품질관리 사무원,028500,학습사전,중,공정관리기술자,01,01,,
KR2026090700019279,231400,직업 관련 상담사,231100,별칭일치,강,사회복지사,03,03,,
KR2026090700023137,890000,기타 제조 관련 단순 종사원,8,상위합의,약,생산직,10,10,,사전(수동) 「생산직」 — 생산 현장직. 공정은 특정 불가 → 설치·정비·생산직
KR2026090700027451,905300,어업 관련 단순 종사원,8,상위합의,약,생산,11,11,,사전(학습) 「표류물채집자」 — 정답 2건 중 2건이 11 농림어업직 — 세세분류는 흩어진다
KR2026090700018414,890001,기계·금속 분야 단순 종사원,8,상위합의,약,생산,10,10,890000,사전(학습) 「생산부사원」 — 정답 3건 중 2건이 890000 기타 제조 관련 단순 종사원
KR2026090700025149,890001,기계·금속 분야 단순 종사원,890001,학습사전,중,기계분야단순노무자,10,10,,
KR2026090700037766,542002,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",542002,별칭일치,강,빌딩경비원,06,06,,
