사이트,회사명,공고제목,직무,경력,고용형태,지역,기술스택,마감일,공고URL,외부원본ID,수집시각,학력
사람인부산,제이린의원남포점,제이린의원 남포점 총괄실장님 모십니다.,"상담실장, 병원관리, 진료보조, 환자안내, 피부과",경력무관,정규직,부산 중구,,2026-09-24,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54840561,saramin:54840561,2026-09-08 13:40:25,학력무관
사람인부산,제이린의원남포점,"제이린의원 남포점, 중국어 가능한 코디네이터 모십니다.","병원코디네이터, 원무, 환자안내, 피부과, 안내데스크",경력무관,정규직 외,부산 중구,,2026-10-08,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54974552,saramin:54974552,2026-09-08 13:40:25,고졸↑
사람인부산,한빛병원,병동수간호사 모십니다.,"수간호사, 주사실",경력 20년↑,정규직,부산 연제구,,2026-10-08,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54974540,saramin:54974540,2026-09-08 13:40:25,학력무관
사람인부산,(주)서진메디칼,병원영업관리 하실분을 모집합니다.,"영업직, 제약영업, 유통영업",신입 · 경력,정규직,부산 부산진구,,2026-09-26,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54947244,saramin:54947244,2026-09-08 13:40:25,학력무관
사람인부산,선정형외과의원,간호조무사 정규직 모집합니다.,간호조무사,경력 1년↑,정규직,부산 사하구,,2026-09-30,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54974485,saramin:54974485,2026-09-08 13:40:25,학력무관
사람인부산,(주)부산케이블앤엔지니어링,2026년 각부문 신입/경력 채용,"기술지원, 백엔드/서버개발, 보안컨설팅, 유지보수, 정보보안",신입 · 경력,정규직,부산전체 외,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54924435,saramin:54924435,2026-09-08 13:40:25,학력무관
사람인부산,토스인슈어런스(주),[본사직영] 토스인슈어런스 설계사(보험 영업) 공개채용｜토스 앱 유입 고객 상담 (대전/부산),"영업관리, 영업직, 영업마케팅, 영업전략, 영업판촉",경력무관,위촉직,부산전체 외,,2026-10-02,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54927852,saramin:54927852,2026-09-08 13:40:25,학력무관
사람인부산,,"전차종 대형트럭정비 / 인젝터,고압펌프,DPF클리닝 재생",정비기사,경력무관,정규직,부산 강서구 외,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54699213,saramin:54699213,2026-09-08 13:40:25,학력무관
사람인부산,밝은이안과,"부산  밝은이안과에서 간호조무사(외래,수술 진료보조) 구함","간호조무사, 안과",경력무관,정규직,부산 사하구,,2026-10-08,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54974429,saramin:54974429,2026-09-08 13:40:25,고졸↑
사람인부산,(주)비케이미디어,"Convention Planner(국제회의, 전시) 채용 공고","행사기획, 이벤트프로모션, MICE",신입 · 경력,정규직 외,부산전체 외,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54959026,saramin:54959026,2026-09-08 13:40:25,대학교(4년)↑
사람인부산,한국표준금거래소 하단괴정점,괴정 금거래소 매장관리 고객상담 직원모집,매장관리,신입,정규직,부산 사하구,,2026-10-01,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54911787,saramin:54911787,2026-09-08 13:40:25,학력무관
사람인부산,(주)영진아이엔씨,[의류벤더] 채용공고 - 수출사업부,"섬유디자인, 의상디자인, 남성의류, 스포츠의류, 여성의류",신입 · 경력,정규직,부산 해운대구,,2026-10-07,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54959692,saramin:54959692,2026-09-08 13:40:27,학력무관
사람인부산,수영어린이병원,병동N-keep(간호사 / 간호조무사)-아동병원 경력자우대,"간호사, 간호조무사",경력 1년↑,정규직,부산 수영구,,2026-10-08,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54974393,saramin:54974393,2026-09-08 13:40:27,고졸↑
사람인부산,수영어린이병원,외래 간호조무사(자격증 필수) 충원-아동병원 경력자 우대,"간호조무사, 외래",경력무관,정규직,부산 수영구,,2026-10-08,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54974387,saramin:54974387,2026-09-08 13:40:27,고졸↑
사람인부산,(주)파라미온,[파라미온 남포]호텔 부문별 채용 공고,"호텔리어, 객실관리, 고객응대, 프론트, 호텔",경력무관,정규직,부산 중구,,2026-09-27,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54881997,saramin:54881997,2026-09-08 13:40:27,학력무관
사람인부산,피아스페이스(주),[피아스페이스] 사업기획 담당자(부산) 채용,"사업기획, PM(프로젝트매니저), 리서치, 사업관리, 사업제휴",경력 3년↑,정규직,부산 사상구,,2026-11-06,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54959925,saramin:54959925,2026-09-08 13:40:27,학력무관
사람인부산,(주)부일엘엔에프,"절곡/밴딩기사 (초보자 가능)(연봉 3,500만원~7,000만원)","절단가공, 레이저가공, 절곡기, 생산, 밴딩",신입 · 경력,정규직,부산전체 외,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54827101,saramin:54827101,2026-09-08 13:40:27,학력무관
사람인부산,(주)퍼스트인,"[RL/Polo/주5일/신입 연3,115/인센티브 별도]의류매장 스탭 채용","판매직, 의류판매, 잡화판매, 매장관리, 매장매니저",경력무관,계약직,부산전체 외,,2026-09-22,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54963430,saramin:54963430,2026-09-08 13:40:27,학력무관
사람인부산,화인정밀(주),기업부설연구소 R&amp;D,"로봇엔지니어, 연구원, 무인항공기/드론, 부품설계, 항공기",8 ~ 20년,,부산 사하구 외,,2026-10-07,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54972049,saramin:54972049,2026-09-08 13:40:27,"대학(2,3년)↑"
사람인부산,(주)아정네트웍스,[아정당 계열사] 직영 스토어 운영 지원 담당자 (부산),"총무, 교육운영, CS, 인사, 재무",경력무관,정규직,부산 북구,,2026-12-06,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54971730,saramin:54971730,2026-09-08 13:40:27,고졸↑
사람인부산,(주)퍼스트인,[롯데몰/워라밸up/노스페이스]글로벌 아웃도어 매장 스탭 채용,"판매직, 의류판매, 잡화판매, 매장관리, 매장매니저",경력무관,계약직,부산전체 외,,2026-09-22,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54963339,saramin:54963339,2026-09-08 13:40:27,학력무관
사람인부산,(주)제일공사,2026년도 토목 시공/안전관리 모집공고,토목건축,신입 · 경력,정규직,서울전체 외,,2026-09-21,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54971435,saramin:54971435,2026-09-08 13:40:27,대학교(4년)↑
사람인부산,(주)충렬,[CRC] 컨텐츠 바이럴 마케터 경력 채용 (+직전 연봉 10퍼),"SNS마케팅, 광고마케팅, 바이럴마케팅, 콘텐츠마케팅, 마케팅",경력 2년↑,정규직,부산 수영구,,2026-09-27,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54884319,saramin:54884319,2026-09-08 13:40:27,학력무관
사람인부산,뉴퍼스트,원내 유튜브 영상편집자 채용 -신입/경력,"영상제작, 영상촬영편집",신입 · 경력,정규직 외,부산 해운대구,,2026-10-08,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54974347,saramin:54974347,2026-09-08 13:40:27,고졸↑
사람인부산,트위디아,[패션디자인] 부산 트위디아 패션 디자이너 모집,"브랜드MD, 상품분석, 아이템선정, 패션브랜드, 문구디자인",경력 1년↑,정규직,부산 부산진구,,2026-10-08,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54974342,saramin:54974342,2026-09-08 13:40:27,대학교(4년)↑
사람인부산,(주)광성계측기,(주)광성계측기 제품 생산직 사원 모집(전자계기),"단순생산직, 조립",경력무관,정규직,부산 기장군,,2026-11-07,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54974331,saramin:54974331,2026-09-08 13:40:27,고졸↑
사람인부산,효진물류,효진물류(한진 택배 남구  배송 및 휴일배송) 담당자모집,"배송기사, 택배기사, 적재/하역, 1톤",경력무관,계약직 외,부산 남구,,2026-09-30,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54900596,saramin:54900596,2026-09-08 13:40:27,학력무관
사람인부산,(주)유니에스,신한카드 부산발급지원센터 카드발급 전화심사직 채용 (영업X),"대출심사, CS강사, 아웃바운드, 인바운드, 텔레마케터",경력무관,정규직,부산 부산진구,,2026-09-22,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54958663,saramin:54958663,2026-09-08 13:40:27,학력무관
사람인부산,,[신디마케팅] 새로운 도전과 성장을 함께할 광고(PM) 인재를 모집합니다,"광고영업, 영업마케팅, AE(광고기획자), CF광고, 병원마케팅",신입 · 경력,정규직,부산 부산진구 외,,2026-09-18,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54943675,saramin:54943675,2026-09-08 13:40:27,대학교(4년)↑
사람인부산,,[부산] 영업지원팀 신입 채용,"사무직, 무역사무원, 영업지원, 거래처관리, 구매관리",신입,정규직,부산 강서구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54957154,saramin:54957154,2026-09-08 13:40:27,"대학(2,3년)↑"
사람인부산,(주)퍼스트인,[캠코/한국자산관리공사/부산남구본사/스펙UP] 사무 보조 모집,사무보조,경력무관,계약직,부산 남구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54960555,saramin:54960555,2026-09-08 13:40:27,학력무관
사람인부산,(주)유니에스,(스케줄/저녁근무) 신한카드 발급심사직 채용 (부산센터/365팀),"대출심사, CS강사, 아웃바운드, 인바운드, 텔레마케터",경력무관,정규직 외,부산 부산진구,,2026-09-22,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54961577,saramin:54961577,2026-09-08 13:40:27,학력무관
사람인부산,주식회사와이제이그룹(YJGroupCO.),[세일즈PT학원] 컨텐츠/퍼포먼스 마케터 채용,"영상디자이너, 영상자막, 영상제작, 영상편집, 마케팅기획",경력무관,정규직,부산전체 외,,2026-09-25,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54844369,saramin:54844369,2026-09-08 13:40:27,학력무관
사람인부산,(주)디앤피스피리츠,Trade Marketing Team 팀원 채용_부산지역,"영업관리, 영업지원, 주류영업, 주류판매, 거래처관리",신입 · 경력,정규직,부산전체 외,,2026-10-06,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54965431,saramin:54965431,2026-09-08 13:40:27,"대학(2,3년)↑"
사람인부산,(주)또하나의가족부산센터,"(주)또하나의가족부산센터  복지용구 소독업무(전동침대,휠체어)","물류기사, 배송기사, 탁송기사, 택배기사, 소독",경력무관,정규직,부산 금정구,,2026-10-08,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54974307,saramin:54974307,2026-09-08 13:40:27,학력무관
사람인부산,레츠워크,오전10시-오후5시[부산서면역]AIA생명 본사상담원모집-신입/경력,"영업직, 판매직, 고객관리, 고객안내, 고객응대",경력무관,위촉직,부산전체 외,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54726327,saramin:54726327,2026-09-08 13:40:27,학력무관
사람인부산,(주)플러스테크,[하반기채용] 주야/쾌적한환경/슬리퍼착용 [생산사원 모집],"기계조작원, 단순생산직, 설비OP, 외관검사원, 전장설계",경력무관,계약직,부산 금정구 외,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54909674,saramin:54909674,2026-09-08 13:40:27,학력무관
사람인부산,(주)에스와이테크,부산사무소 외벽패널 관급 영업 경력직 채용,"기술영업, 영업관리, 영업지원, 영업직, 건설영업",경력 1년↑,정규직,부산전체 외,,2026-09-23,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54683698,saramin:54683698,2026-09-08 13:40:27,학력무관
사람인부산,르노코리아(주),2026 하반기 르노코리아 신차판매 영업담당 전국 전시장 채용 공고,"영업관리, 영업직, 자동차딜러, 판매직, 영업마케팅",경력무관,위촉직,부산전체 외,,2026-09-22,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54914406,saramin:54914406,2026-09-08 13:40:27,학력무관
사람인부산,(주)동성케미컬,[동성케미컬] 재무실 회계결산 및 해외법인관리 경력사원 모집,"감사, CFO, IR/공시, 기업회계, 예산관리",경력 6년↑,정규직,부산 사하구,,2026-09-21,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54973648,saramin:54973648,2026-09-08 13:40:27,대학교(4년)↑
사람인부산,카이엠(주),26년 하반기 부서별 신입/경력사원 채용,"원가관리, 원가회계, 문서작성, Excel, OA",신입 · 경력,계약직,부산전체 외,,2026-09-26,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54865348,saramin:54865348,2026-09-08 13:40:27,학력무관
사람인부산,온결,[치과컨설팅 온결] 부산 지역 치과 전문 헤드헌팅 커리어 매칭,"치과위생사, 상담실장, 치과, 치과병원, 치과의원",경력무관,정규직,부산 수영구,,상시채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54903473,saramin:54903473,2026-09-08 13:40:27,학력무관
사람인부산,주식회사 녹산그린에너지,2026년 직원 채용공고,"전산회계, 관리회계, 세무회계, 재무기획, 재무회계",경력무관,정규직,부산전체 외,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54927570,saramin:54927570,2026-09-08 13:40:27,학력무관
사람인부산,(주)플러스테크,"[장림/3개월 단기/주급 가능/장기전환 가능]생산직, 사무직 채용","사무직, 사무보조, 단순생산직, 생산관리, 외관검사원",경력무관,계약직,부산전체 외,,2026-09-22,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54958043,saramin:54958043,2026-09-08 13:40:27,학력무관
사람인부산,(주)트라이얼코리아,[(주)트라이얼코리아] 센트럴키친 조리사 정규직 채용(델리제조),"메뉴개발, 조리사, 주방보조, 주방장, 단순생산직",경력무관,정규직 외,부산 기장군 외,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54696855,saramin:54696855,2026-09-08 13:40:27,학력무관
사람인부산,라마다앙코르부산역호텔,라마다앙코르부산역호텔 프론트 신입 및 경력채용(객실팀),"프론트, 호텔",경력무관,정규직,부산 동구,,2026-10-08,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54974266,saramin:54974266,2026-09-08 13:40:27,학력무관
사람인부산,한국기술교육직업전문학교,[국비취업지원]전기기능사(필기/실기)&amp;전기 자동제어 PLC실무 모집,"신재생에너지, 설비OP, 전기설계, 회로설계, 자동제어",신입 · 경력 · 교육생,,부산전체 외,,2026-09-02,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54920044,saramin:54920044,2026-09-08 13:40:27,학력무관
사람인부산,해월당(해운대점),[신규오픈] 해월당(해운대점) 베이커리카페 알바 모집,"바리스타, 고객응대, 카페",경력무관,아르바이트,부산 해운대구,,,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54917772,saramin:54917772,2026-09-08 13:40:27,학력무관
사람인부산,(주)슬립데이,[슬립데이] 부산 수영구 남천동 사무관리직 정규직 모집,"경리, 고객관리, 매출관리, 마케팅기획, 상담원",경력무관,정규직,부산 수영구,,2026-09-30,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54894404,saramin:54894404,2026-09-08 13:40:27,학력무관
