회사명,공고제목,직무,경력,고용형태,지역,기술스택,마감일,공고URL,수집시각
㈜삼구FS,[주5일/주말휴무]텔레칩스 직원식당 전처리 및 세척원 모집,"주방보조·설거지, 급식·푸드시스템",1년이상,"월급 2,372,150원",경기 성남시 수정구 태평동,,상시모집,https://www.albamon.com/jobs/detail/119045261,2026-09-07 15:29:46
쿠팡CFS 동탄/용인센터,주2/주3/숏타임★맞춤 PICKㅣ여유시간/월급만들기#워라벨ㅣ식사셔틀제공★,"포장·품질검사, 입출고·창고관리, 물류피킹·포장·전산",6개월~1년,"월급 1,970,780원",경기 수원시 팔달구 매산로1가,,상시모집,https://www.albamon.com/jobs/detail/118996302,2026-09-07 15:29:46
리딩잡 주식회사,[세종강남농협 하나로마트 보람점]#배송#주5일#오토차량#신입환영,"매장관리·판매, 유통점·마트, 청소·미화",1년이상,"월급 2,278,100원",세종 세종시 소담동,,상시모집,https://www.albamon.com/jobs/detail/118804286,2026-09-07 15:29:46
㈜퍼펙트로지스,의류및잡화 단순피킹 포장 #무조건당일지급#꿀알바#친구와같이,"포장·품질검사, 입출고·창고관리, 물류피킹·포장·전산",1주일~1개월,"일급 105,000원",대전 대덕구,,상시모집,https://www.albamon.com/jobs/detail/119015401,2026-09-07 15:29:46
매리츠화재본사 직영TM센터(대구 범어역오픈),첫달위촉축하금300만원[대구오픈]메리츠화재 본사상담원모집/월400만원이상,"텔레마케팅·아웃바운드, 금융·보험영업, 콜센터관리·모니터링",1년이상,"월급 4,000,000원",대구 수성구 범어동,,상시모집,https://www.albamon.com/jobs/detail/119015400,2026-09-07 15:29:46
"LG유플러스 부산유선센터 신입환영, 마지막기회",[마지막면접] 전산처리 응대,"매장관리·판매, 사무보조, 고객상담·인바운드",6개월~1년,"월급 3,000,000원",부산 사하구 괴정2동,,상시모집,https://www.albamon.com/jobs/detail/119027616,2026-09-07 15:29:46
쿠팡CFS 이천센터,월최대344만원/주5일ㅣ진열/포장/지게차 모집(식사/셔틀제공/초보가능),"포장·품질검사, 입출고·창고관리, 지게차운전",6개월~1년,"월급 3,449,800원",경기 용인시 기흥구 구갈동,,상시모집,https://www.albamon.com/jobs/detail/118996265,2026-09-07 15:29:46
쿠팡CFS 이천센터,월최대344만원/주5일ㅣ진열/포장/지게차 모집(식사/셔틀제공/초보가능),"포장·품질검사, 입출고·창고관리, 지게차운전",6개월~1년,"월급 3,449,800원",경기 성남시 분당구 정자동,,상시모집,https://www.albamon.com/jobs/detail/118996264,2026-09-07 15:29:46
쿠팡CFS 이천센터,월최대344만원/주5일ㅣ진열/포장/지게차 모집(식사/셔틀제공/초보가능),"포장·품질검사, 입출고·창고관리, 지게차운전",6개월~1년,"월급 3,449,800원",경기 수원시 권선구 세류동,,상시모집,https://www.albamon.com/jobs/detail/118996263,2026-09-07 15:29:47
쿠팡CFS 이천센터,월최대344만원/주5일ㅣ진열/포장/지게차 모집(식사/셔틀제공/초보가능),"포장·품질검사, 입출고·창고관리, 지게차운전",6개월~1년,"월급 3,449,800원",경기 수원시 팔달구 인계동,,상시모집,https://www.albamon.com/jobs/detail/118996262,2026-09-07 15:29:47
투썸플레이스 천호역점,[투썸플레이스 직영점] 천호역점 월급제(캡틴) 사원 채용 공고,"바리스타, 커피전문점, 아이스크림·디저트",6개월~1년,"월급 2,500,000원",서울 광진구,,상시모집,https://www.albamon.com/jobs/detail/118963902,2026-09-07 15:29:47
주식회사 만연에이치알,일 최대 19만원/한진택배/택배 상차하/당일지급,"입출고·창고관리, 상하차·소화물 분류, 물류피킹·포장·전산",하루(1일),"일급 175,700원",대전 유성구 노은동,,상시모집,https://www.albamon.com/jobs/detail/119011648,2026-09-07 15:29:47
㈜울림(허브테크) / 통근버스 운행,★초보가능★주간고정★월345만★ 단순조립 / 상여+가불ok,제조·가공·조립,1년이상,"월급 3,457,200원",충남 천안시 동남구 신방동,,2026-09-26,https://www.albamon.com/jobs/detail/119000331,2026-09-07 15:29:47
㈜바른에이치알(보부하이테크),★초보도 가능한 단순업무★반도체 교대★재직률GOOD★가불OK★,"제조·가공·조립, 포장·품질검사, 생산·건설·노무 기타",1년이상,"월급 3,500,000원",경기 용인시 수지구 상현동,,2026-09-26,https://www.albamon.com/jobs/detail/118999965,2026-09-07 15:29:47
㈜바른에이치알(광주) / 통근버스 운행,★초보가능★주간고정★ 지게차or물류 / 근속지원금+가불OK,"제조·가공·조립, 입출고·창고관리, 지게차운전",1년이상,"월급 3,900,000원",경기 광주시 태전동,,2026-09-26,https://www.albamon.com/jobs/detail/118999875,2026-09-07 15:29:47
㈜나이스피플,★초보대환영★주간 꿀알바★상여200%+유류비★통근버스★,"제조·가공·조립, 포장·품질검사, 생산·건설·노무 기타",1년이상,"월급 3,297,480원",경기 평택시 청북읍,,2026-09-26,https://www.albamon.com/jobs/detail/118999776,2026-09-07 15:29:47
㈜바른에이치알(안성) / 자차필수,★월380만★신입 가능★물류센터 오전or오후조 / 물량 걱정없는 안정직,"포장·품질검사, 물류피킹·포장·전산, 지게차운전",1년이상,"월급 3,800,000원",경기 용인시 처인구 남사읍,,2026-09-26,https://www.albamon.com/jobs/detail/118999744,2026-09-07 15:29:47
(정착수당 30만/용산) 금융권 경력자 우대,[농협카드] 해피콜&아웃바운드 상담사 모집,"여행·캠프·레포츠, 고객상담·인바운드, 텔레마케팅·아웃바운드",1년이상,"월급 2,400,000원",서울 관악구 신림동,,상시모집,https://www.albamon.com/jobs/detail/118991586,2026-09-07 15:29:47
"수원,동탄,송탄,오산, 통근운행","[대기업]샌드위치 생산,포장 일급 지급!! 통근운행 워라벨존중 선착순모집","제조·가공·조립, 포장·품질검사",6개월~1년,"일급 105,000원",경기 수원시 권선구,,상시모집,https://www.albamon.com/jobs/detail/118992013,2026-09-07 15:29:47
LG이노텍 구미공장,LG이노텍 구미공장 생산직(계약직) / 월390만원 3조2교대 초보가능,"제조·가공·조립, 포장·품질검사, 기계조작·오퍼레이터",1개월~3개월,"월급 3,900,000원",부산 해운대구 좌동,,상시모집,https://www.albamon.com/jobs/detail/119027618,2026-09-07 15:29:47
(금정역/바이온텍) 교육5일/초보가능,[10시-5시] 홈쇼핑 방송 후 상담 접수한 고객 상담,"렌탈관리·A/S, 고객상담·인바운드, 텔레마케팅·아웃바운드",1년이상,"월급 2,500,000원",경기 군포시 대야미동,,상시모집,https://www.albamon.com/jobs/detail/118990389,2026-09-07 15:29:47
LG이노텍 구미공장,LG이노텍 구미공장 생산직(계약직) / 월390만원 3조2교대 초보가능,"제조·가공·조립, 포장·품질검사, 기계조작·오퍼레이터",1개월~3개월,"월급 3,900,000원",울산 북구 매곡동,,상시모집,https://www.albamon.com/jobs/detail/119027617,2026-09-07 15:29:47
"(서대문) 월-금, 9-18시, 월 300이상",[농협카드]단기미납 상담원 大규모 특별채용!!,"전시·컨벤션·세미나, 고객상담·인바운드, 텔레마케팅·아웃바운드",1년이상,"월급 3,500,000원",서울 은평구 진관동,,상시모집,https://www.albamon.com/jobs/detail/118989653,2026-09-07 15:29:47
다양한 복지혜택이 가득한 ( CU편의점 고객센터),[복지최상/복지몰이용혜택/신입가능] CU편의점 이용관련 CS상담,"고객상담·인바운드, 텔레마케팅·아웃바운드, 쇼핑몰인바운드",1년이상,"월급 2,400,000원",서울 동대문구,,상시모집,https://www.albamon.com/jobs/detail/118985938,2026-09-07 15:29:47
성남수진역점,이마트24 성남수진역점 수목 12-16시,"매장관리·판매, 캐셔·카운터, 편의점",1년이상,"시급 10,320원",경기 성남시 수정구 신흥동,,2026-09-13,https://www.albamon.com/jobs/detail/118934647,2026-09-07 15:29:47
컴포즈커피 대전청사점,주말 오픈알바 모집,"바리스타, 커피전문점, 캐셔·카운터",1년이상,"시급 10,500원",대전 서구 둔산2동,,상시모집,https://www.albamon.com/jobs/detail/118841573,2026-09-07 15:29:47
R가좌건지,이마트24 R가좌건지점 주말18시-24시 (6시간),"매장관리·판매, 캐셔·카운터, 편의점",3개월~6개월,"시급 10,320원",인천 서해구,,상시모집,https://www.albamon.com/jobs/detail/118839940,2026-09-07 15:29:47
타코월드,[타코월드/멕시칸] 함께 브랜드를 키워갈 팀원을 찾습니다 #서빙 #주방,"서빙, 주방장·조리사, 패스트푸드점",6개월~1년,"월급 3,500,000원",서울 송파구 잠실2동,,상시모집,https://www.albamon.com/jobs/detail/119045249,2026-09-07 15:29:47
VIPS 비산점,"[빕스 비산점] 주방 스탭사원 모집(주휴포함 12,384원)","서빙, 주방장·조리사, 패밀리레스토랑",6개월~1년,"시급 10,320원",경기 안양시 동안구 비산동,,상시모집,https://www.albamon.com/jobs/detail/118972131,2026-09-07 15:29:47
리딩잡 주식회사,[세종강남농협 하나로마트 보람점]#미화#주2일#일7시간#오전#투잡가능,"매장관리·판매, 유통점·마트, 청소·미화",1년이상,"시급 12,500원",세종 세종시 소담동,,상시모집,https://www.albamon.com/jobs/detail/118804231,2026-09-07 15:29:47
인천검암,롯데리아 검암점 오전 파트 타임 알바 모집,"주방보조·설거지, 패스트푸드점, 매장관리·판매",6개월~1년,"시급 10,320원",인천 서해구,,상시모집,https://www.albamon.com/jobs/detail/119011504,2026-09-07 15:29:47
엔젤 북한산419,엔제리너스 북한산419점[토10-20] 아르바이트 구해요,"바리스타, 커피전문점",6개월~1년,"시급 10,320원",서울 강북구 수유동,,상시모집,https://www.albamon.com/jobs/detail/118767707,2026-09-07 15:29:47
인천석남,롯데리아 경력자 오전 오후 아르바이트 모집,"주방보조·설거지, 패스트푸드점, 매장관리·판매",1년이상,"시급 10,320원",인천 서해구 석남동,,2026-09-15,https://www.albamon.com/jobs/detail/118779218,2026-09-07 15:29:47
투썸플레이스 서현로데오점,"[직영] 투썸 서현로데오점 주말 마감스탭 급구(기준시급10,400원)","바리스타, 커피전문점, 아이스크림·디저트",6개월~1년,"시급 10,400원",경기 성남시 분당구 백현동,,상시모집,https://www.albamon.com/jobs/detail/119045255,2026-09-07 15:29:47
엔젤 수서환승통로,"[평일,주말 오픈] 엔제리너스 수서역점 아르바이트 모집합니다.","바리스타, 커피전문점",6개월~1년,"시급 10,320원",서울 전체,,상시모집,https://www.albamon.com/jobs/detail/118873274,2026-09-07 15:29:47
투썸플레이스 CJENM커머스부문점,[직영점] 투썸플레이스 CJENM커머스부문점 평일 마감 STAFF 모집,"바리스타, 커피전문점, 아이스크림·디저트",3개월~6개월,"시급 10,400원",경기 안양시 동안구,,상시모집,https://www.albamon.com/jobs/detail/118810766,2026-09-07 15:29:47
매머드 익스프레스 여의도산정빌딩점,매머드익스프레스 여의도산정빌딩 주중풀타임마감,"바리스타, 커피전문점, 매장관리·판매",6개월~1년,"시급 13,000원",서울 영등포구 영등포본동,,2026-09-11,https://www.albamon.com/jobs/detail/119004945,2026-09-07 15:29:47
컴포즈커피 신도림1호점,컴포즈커피 신도림1호점 채용공고,"바리스타, 커피전문점, 캐셔·카운터",6개월~1년,"시급 10,320원",서울 구로구 신도림동,,상시모집,https://www.albamon.com/jobs/detail/118988191,2026-09-07 15:29:47
통근가능/쾌적한 환경/연장 자율참여/일 쉬움/평일 근무,"[8H 105,072원]  안산 화장품 물류센터 알바모집/일쉬움","입출고·창고관리, 물류피킹·포장·전산",1개월~3개월,"일급 105,072원",경기 안산시 상록구,,상시모집,https://www.albamon.com/jobs/detail/119043750,2026-09-07 15:29:47
컴포즈커피 문정이엠365점,문정이엠365점 미들 아르바이트 모집,"바리스타, 커피전문점, 캐셔·카운터",1년이상,"시급 10,500원",서울 송파구 문정동,,상시모집,https://www.albamon.com/jobs/detail/118870957,2026-09-07 15:29:47
동탄더큐브온에어점,이마트24 동탄더큐브온에어점에서 함께 하실 주말 스태프 두분 모십니다.,"매장관리·판매, 캐셔·카운터, 편의점",1개월~3개월,"시급 10,320원",경기 화성시 동탄구 청계동,,2026-09-25,https://www.albamon.com/jobs/detail/119013963,2026-09-07 15:29:47
㈜153로지스틱스,[군포물류센터 F동] 화장품 물류 지게차사원 정규직 채용(09-18시),"입출고·창고관리, 물류피킹·포장·전산, 지게차운전",1년이상,"연봉 32,000,000원",경기 군포시,,상시모집,https://www.albamon.com/jobs/detail/119031202,2026-09-07 15:29:47
주식회사 비엠,안성★화장품포장★가불가능★식사제공★상여100%★교포환영,"제조·가공·조립, 포장·품질검사, 물류피킹·포장·전산",1년이상,"시급 10,320원",경기 안성시,,2026-09-18,https://www.albamon.com/jobs/detail/119031176,2026-09-07 15:29:47
노브랜드버거 이마트울산점,★노브랜드버거 이마트울산점★ 함께 성장할 분 구합니다(매니저),"서빙, 일반음식점, 패스트푸드점",6개월~1년,"시급 12,000원",울산 북구 양정동,,상시모집,https://www.albamon.com/jobs/detail/118969616,2026-09-07 15:29:47
주식회사 비엠,둔포]자동차실내부품/육안및소리검사/주간고정/기숙사,"포장·품질검사, 생산·건설·노무 기타",1년이상,"시급 10,320원",충남 아산시,,2026-09-18,https://www.albamon.com/jobs/detail/119015393,2026-09-07 15:29:47
FITI시험연구원,[FITI시험연구원/오창/월225만] 화학바이오분석팀 시험보조 채용,"사무보조, 문서작성·자료조사, 실험·연구보조",6개월~1년,"월급 2,250,000원",충북 청주시 청원구 율량.사천동,,상시모집,https://www.albamon.com/jobs/detail/118933528,2026-09-07 15:29:47
백억커피 시흥시청점,평일알바,"바리스타, 커피전문점, 베이커리·도넛·떡",3개월~6개월,"시급 10,500원",경기 시흥시 장현동,,상시모집,https://www.albamon.com/jobs/detail/118908960,2026-09-07 15:29:47
유진산업,★당일지급★(11만원)화장품물류/꿀알바/가벼움/일반작업/일쉬움,"포장·품질검사, 입출고·창고관리, 물류피킹·포장·전산",3개월~6개월,"일급 110,000원",경기 평택시,,상시모집,https://www.albamon.com/jobs/detail/119031199,2026-09-07 15:29:47
