통합키,사이트,원본공고ID,회사명,회사키,공고제목,직무,직무상세,직무키워드,담당업무,자격요건,우대사항,직종,직종코드,직종명,직종대분류코드,직종대분류,직종코드근거,업종,직급직책,근무요일,근무시작,근무종료,근무시간,급여형태,급여최소,급여최대,급여,채용인원,채용인원구분,모집인원원문,학력,경력구분,최소연차,고용형태,고용형태표준,알바여부,시도,시군구,지역원문,상세주소,기술스택,마감일,마감구분,원본_직무,원본_경력,원본_고용형태,원본_지역,원본_마감일,공고URL,외부원본ID,수집시각,부산판정근거
,잡코리아,49696205,아이러브키즈앤베베,아이러브키즈앤베베,"대구경북지역 랄랄라쿵재미놀이, 꼬꼬마놀이터 - 부산경남지역강사초빙",강사,,,,,,,,,,,,,,,,,,,,,,,없음,,초대졸 이상,무관,0,계약직,계약직,,대구,북구,대구 북구,대구 북구 태평로 161 (칠성동2가,,2026-09-30,기한,"아이러브키즈앤베베에서 경력무관 채용을 진행합니다. 근무지는 대구 북구 태평로 161 (칠성동2가, 롯데백화점대구역)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력무관,계약직,대구 북구,2026-09-30,https://www.jobkorea.co.kr/Recruit/GI_Read/49696205,,2026-09-07 18:32:54,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49693525,피피에이치알,피피에이치알,[금융업/채권추심/영업전화 없음] 서울센터 부산센터 광주센터 대규모채용,"영업, 영업전화 없음",,,,,,,,,,,,,,,,,,연봉,3000,3001,"연봉 30,000,000원 ~ 30,010,000원",,없음,,고졸 이상,무관,0,정규직,정규직,,서울,구로구,서울 구로구,서울 구로구 디지털로30길 28 (구로동,,2026-09-30,기한,"피피에이치알에서 정규직 경력무관 채용을 진행합니다. 근무지는 서울 구로구 디지털로30길 28 (구로동, 마리오타워)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력무관,정규직,서울 구로구,2026-09-30,https://www.jobkorea.co.kr/Recruit/GI_Read/49693525,,2026-09-07 18:33:02,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49843907,㈜에프앤디넷,에프앤디넷,2026 에프앤디넷 영업직(경남영업지점 - 부산) 채용,"영업직, 영업, 경남영업지점 - 부산",,,,,,,,,,,,,,,,,,,,,,,없음,,대졸 이상,신입,0,정규직,정규직,,경남,양산시,경남 양산시,경남 양산시 물금읍 증산역로 135 (가촌리),,2026-09-23,기한,"㈜에프앤디넷에서 정규직 신입 채용을 진행합니다. 근무지는 경남 양산시 물금읍 증산역로 135 (가촌리)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",신입,정규직,경남 양산시,2026-09-23,https://www.jobkorea.co.kr/Recruit/GI_Read/49843907,,2026-09-07 18:37:31,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49917784,㈜한국백신,한국백신,"한국백신판매(주) 영업사원(MR) 대규모 채용(부산, 경남)","영업관리, 판매, 영업, 사원, 영업사원, 분석",영업관리,,백신 병/의원 영업 ㆍ영업 전략 운영 및 거래처 관리 ㆍ시장분석 및 전략 수립 ㆍ자사 제품 디테일링,경력 신입·경력 (1년이상) 학력 대졸이상 (졸업예정자 가능) 스킬,"기본우대 군전역간부(장교·부사관), 인근거주자, 컴퓨터활용능력 우수자, 운전가능자, 프리젠테이션 능력우수자, 리더쉽 소유자, 우수사원 수상자, 유관업무 경력자, 즉시출근 가능자, 장기근무 가능자",,015100,영업 및 판매 관련 관리자,0,경영·사무·금융·보험,추정,완제 의약품 제조업,,주5일(월~금),08:30,17:30,주5일(월~금) 08:30 ~ 17:30,회사내규,,,회사 내규에 따름 (면접 후 결정),1,명시,1,,경력,,정규직,정규직,,경남,김해시,경남 김해시,"경남 김해시 김해대로 2295 (봉황동, 제황빌딩) 3층",,2026-09-28,기한,"㈜한국백신에서 정규직 신입·경력 채용을 진행합니다. 근무지는 경남 김해시 김해대로 2295 (봉황동, 제황빌딩)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",신입·경력,정규직,경남 김해시,2026-09-28,https://www.jobkorea.co.kr/Recruit/GI_Read/49917784,,2026-09-07 18:39:46,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49723927,㈜국제커리어,국제커리어,[순천센텀병원] 물리치료사 채용공고 (육아휴직),"물리치료, 물리치료사",,,,,,,306501,물리치료사,3,보건·의료,추정,,,,,,,월급,243,,"월급 2,430,000원",,없음,,학력무관,무관,0,계약직,계약직,,전남,순천시,전남 순천시,전남 순천시 백연길 100 (조례동),,2026-09-30,기한,"㈜국제커리어에서 계약직 경력무관 채용을 진행합니다. 근무지는 전남 순천시 백연길 100 (조례동)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력무관,계약직,전남 순천시,2026-09-30,https://www.jobkorea.co.kr/Recruit/GI_Read/49723927,,2026-09-07 18:42:11,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49849661,경서,경서,"운행기사 모집(부산, 진주)","기사, 운행기사",,,,,,,,,,,,,,,,,,연봉,5040,,"연봉 50,400,000원",,없음,,학력무관,신입,0,"정규직, 계약직","계약직, 정규직",,경남,진주시,경남 진주시,경남 진주시 상평동,,2026-09-24,기한,"경서에서 정규직 신입 채용을 진행합니다. 근무지는 경남 진주시 상평동이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",신입,"정규직, 계약직",경남 진주시,2026-09-24,https://www.jobkorea.co.kr/Recruit/GI_Read/49849661,,2026-09-07 18:44:25,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49866199,㈜유안에이치알,유안에이치알,"한진부산컨테이너터미널  엠프티핸들러, 리치스태커 경력직 기사 모집",기사,,,,,,,,,,,,,,,,,,월급,315,,"월급 3,150,000원",,없음,,학력무관,경력,,계약직,계약직,,경남,창원시,경남 창원시,경남 창원시 진해구 신항로 433 (안골동),,2026-09-26,기한,"㈜유안에이치알에서 계약직 경력 채용을 진행합니다. 근무지는 경남 창원시 진해구 신항로 433 (안골동)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력,계약직,경남 창원시,2026-09-26,https://www.jobkorea.co.kr/Recruit/GI_Read/49866199,,2026-09-07 18:46:25,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49866557,㈜대우로직스,대우로직스,"울산,부산,경상-화물차운전/5톤윙바디/운전만/대기업 안정물량/월490이상","5톤화물차운전, 화물, 운전",5톤화물차운전,,,경력 신입·경력 학력 학력무관 스킬,자격증 화물운송종사자,,,,,,,"화물운송 중개, 대리 및 관련 서비스업",,주5일,00:00,00:00,주5일 / 주6일 선택 00:00 ~ 00:00 주/야간 선택 가능,연봉,5000,6000,연봉 5000만원 ~ 6000만원,1,명시,1,,경력,,"정규직, 계약직","계약직, 정규직",,울산,남구,울산 남구,울산 남구 테크노산업로55번길 49-20 (두왕동),,2026-09-26,기한,"㈜대우로직스에서 정규직 신입·경력 채용을 진행합니다. 근무지는 울산 남구 테크노산업로55번길 49-20 (두왕동)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",신입·경력,"정규직, 계약직",울산 남구,2026-09-26,https://www.jobkorea.co.kr/Recruit/GI_Read/49866557,,2026-09-07 18:46:51,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49794082,리틀잼놀이연구소㈜,리틀잼놀이연구소,"리틀잼 놀이잼)오감놀이 영유아 교육 강사 모집 (부산, 경남)","교육, 강사",,,,,,,,,,,,,,,,,,,,,,,없음,,초대졸 이상,무관,0,계약직,계약직,,경남,양산시,경남 양산시,경남 양산시 주남로 288 (주남동,,2026-09-30,기한,"리틀잼놀이연구소㈜에서 경력무관 채용을 진행합니다. 근무지는 경남 양산시 주남로 288 (주남동, 영산대학교양산캠퍼스)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력무관,계약직,경남 양산시,2026-09-30,https://www.jobkorea.co.kr/Recruit/GI_Read/49794082,,2026-09-07 18:53:39,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49820824,한국야마자키마작㈜,한국야마자키마작,"[경력] CS엔지니어/유지보수 - 화성 동탄, 부산","엔지니어, 유지보수, CS엔지니어",,,,,,,,,,,,,,,,,,,,,,,없음,,학력무관,경력,,정규직,정규직,,경기,화성시,경기 화성시,경기 화성시 동탄면 동탄산단 6길 46,,2026-09-30,기한,"한국야마자키마작㈜에서 정규직 경력 채용을 진행합니다. 근무지는 경기 화성시 동탄면 동탄산단 6길 46이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력,정규직,경기 화성시,2026-09-30,https://www.jobkorea.co.kr/Recruit/GI_Read/49820824,,2026-09-07 18:54:24,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49860861,진손해사정㈜,진손해사정,"배상책임보험  손해사정  조사자  모집  (부산광역시,  대구광역시)",,,,,,,,,,,,,,,,,,,월급,250,601,"월급 2,500,000원 ~ 6,010,000원",,없음,,학력무관,경력,,정규직,정규직,,대구,수성구,대구 수성구,대구 수성구 동대구로 386 (범어동,,2026-09-25,기한,"진손해사정㈜에서 정규직 신입·경력 채용을 진행합니다. 근무지는 대구 수성구 동대구로 386 (범어동, 킹덤오피스텔)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",신입·경력,정규직,대구 수성구,2026-09-25,https://www.jobkorea.co.kr/Recruit/GI_Read/49860861,,2026-09-07 18:55:34,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49843577,㈜프로에스콤,프로에스콤,[운전필수] 대덕전자 유가부산물(이동순환식) 검수사원 모집 (감독업무),"운전, 전자, 검수, 사원, 운전필수, 검수사원",,,,,,,,,,,,,,,,,,월급,270,271,"월급 2,700,000원 ~ 2,710,000원",,없음,,고졸 이상,경력,,계약직,계약직,,경기,안산시,경기 안산시,경기 안산시 단원구 강촌로 222 (목내동),,2026-09-23,기한,"㈜프로에스콤에서 계약직 경력 채용을 진행합니다. 근무지는 경기 안산시 단원구 강촌로 222 (목내동)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력,계약직,경기 안산시,2026-09-23,https://www.jobkorea.co.kr/Recruit/GI_Read/49843577,,2026-09-07 18:59:08,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49895786,중소벤처기업진흥공단,중소벤처기업진흥공단,파란손해사정(주) DB손보 정보입력 팀장/팀원 채용 (서울/부산),"손해사정, 팀장",,,,,,,,,,,,,,,,,,연봉,3000,3501,"연봉 30,000,000원 ~ 35,010,000원",,없음,,학력무관,경력,,정규직,정규직,,서울,영등포구,서울 영등포구,서울 영등포구 선유로3길 10 (문래동5가),,2026-09-23,기한,"중소벤처기업진흥공단에서 정규직 경력 채용을 진행합니다. 근무지는 서울 영등포구 선유로3길 10 (문래동5가)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력,정규직,서울 영등포구,2026-09-23,https://www.jobkorea.co.kr/Recruit/GI_Read/49895786,,2026-09-07 18:59:28,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49685334,다원코리아,다원코리아,"[부산]KB라이프 GA청약매니저 / 전산설계지원 사무직(경력자모집,영업X)","매니저, 설계, 사무직, 영업, 영업X, GA청약매니저",,,,,,,,,,,,,,,,,,월급,270,351,"월급 2,700,000원 ~ 3,510,000원",,없음,,고졸 이상,경력,,기타,,,서울,강남구,서울 강남구,서울 강남구 강남대로 298 (역삼동,,2026-10-01,기한,"다원코리아에서 경력 채용을 진행합니다. 근무지는 서울 강남구 강남대로 298 (역삼동, KB라이프타워)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력,기타,서울 강남구,2026-10-01,https://www.jobkorea.co.kr/Recruit/GI_Read/49685334,,2026-09-07 18:59:49,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49698259,강남축산,강남축산,"정육, 소 내장, 소 부산물, 곱창, 대창, 천엽 등 손질 작업자 구함",작업자,,,,,,,,,,,,,,,,,,월급,250,301,"월급 2,500,000원 ~ 3,010,000원",,없음,,학력무관,경력,,정규직,정규직,,인천,서구,인천 서구,인천 서구 가좌로96번길 32 (가좌동),,2026-10-01,기한,"강남축산에서 정규직 신입·경력 채용을 진행합니다. 근무지는 인천 서구 가좌로96번길 32 (가좌동)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",신입·경력,정규직,인천 서구,2026-10-01,https://www.jobkorea.co.kr/Recruit/GI_Read/49698259,,2026-09-07 18:59:56,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49693905,㈜에스이에이치인터내셔널 ,에스이에이치인터내셔널,대기업 외식 계열사 캘리스코 관리자급 채용 [서울/경기/인천/부산/군산],,,,,,,,,,,,,,,,,,,,,,,,없음,,학력무관,경력,,"정규직, 계약직","계약직, 정규직",,서울,강남구,서울 강남구,서울 강남구 역삼동,,2026-10-02,기한,"㈜에스이에이치인터내셔널 에서 정규직 경력 채용을 진행합니다. 근무지는 서울 강남구 역삼동이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력,"정규직, 계약직",서울 강남구,2026-10-02,https://www.jobkorea.co.kr/Recruit/GI_Read/49693905,,2026-09-07 19:01:15,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49888403,연정사,연정사,[부산 사무직 채용] 친구 연애상담 자주 해주는 분 / 월 350&인센,"영업관리, 사무직, 부산 사무직 채용",영업관리,,,경력 신입·경력 학력 학력무관,"기본우대 인근거주자, 차량소지자, 즉시출근 가능자, 장기근무 가능자",,,,,,,콜센터·아웃소싱·기타,,주5일(월~금),13:00,22:00,주5일(월~금) 13:00 ~ 22:00,월급,230,400,월급 230만원 ~ 400만원,1,명시,1,,경력,,정규직,정규직,,충북,청주시,충북 청주시,충북 청주시 서원구 사직대로 115 (사창동) 11층,,2026-09-30,기한,"연정사에서 정규직 신입·경력 채용을 진행합니다. 근무지는 충북 청주시 서원구 사직대로 115 (사창동)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",신입·경력,정규직,충북 청주시,2026-09-30,https://www.jobkorea.co.kr/Recruit/GI_Read/49888403,,2026-09-07 19:01:28,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49841028,모기지파트너스,모기지파트너스,"신한은행 대출위탁법인 모기지파트너스 대출상담사 (부산,  경남)","상담사, 대출상담사, 자동차",신한은행 대출위탁법인 대출상담사부산.울산.경남,,은행대출 상담사 담보대출/ 전세대출/ 자동차대출/ 신용대출 - 학력 : 고졸이상 - 경력 : 경력무관 [,경력 경력무관 학력 고졸이상,"기본우대 인근거주자, 차량소지자, 운전가능자 자격증",,,,,,,그 외 기타 금융 지원 서비스업,,주5일(월~금),,,주5일(월~금) 탄력근무제,회사내규,,,회사 내규에 따름,1,명시,1,,무관,0,계약직,계약직,,경남,창원시,경남 창원시,"경남 창원시 마산합포구 산호북19길 1 (산호동, 신한은행)",,2026-10-01,기한,"모기지파트너스에서 경력무관 채용을 진행합니다. 근무지는 경남 창원시 마산합포구 산호북19길 1 (산호동, 신한은행)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력무관,계약직,경남 창원시,2026-10-01,https://www.jobkorea.co.kr/Recruit/GI_Read/49841028,,2026-09-07 19:03:08,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49862063,한국퓨전트레이드㈜,한국퓨전트레이드,"Sales Account Executive  부산, 경남권 담당",,,,,,,,,,,,,,,,,,,,,,,,없음,,대졸 이상,경력,,정규직,정규직,,서울,강남구,서울 강남구,서울 강남구 테헤란로 152 (역삼동,,2026-09-25,기한,"한국퓨전트레이드㈜에서 정규직 경력 채용을 진행합니다. 근무지는 서울 강남구 테헤란로 152 (역삼동, 강남파이낸스센터)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력,정규직,서울 강남구,2026-09-25,https://www.jobkorea.co.kr/Recruit/GI_Read/49862063,,2026-09-07 19:06:33,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49868533,㈜씨엠,씨엠,부산 경남 단체급식 [지원조리실장]구인 - 씨엠푸드시스템,"급식, 조리, 실장, 시스템, 지원조리실장",,,,,,,,,,,,,,,,,,연봉,4100,4201,"연봉 41,000,000원 ~ 42,010,000원",,없음,,학력무관,경력,,정규직,정규직,,경남,김해시,경남 김해시,경남 김해시 대동면 대동로 308 (주동리),,2026-09-26,기한,"㈜씨엠에서 정규직 경력 채용을 진행합니다. 근무지는 경남 김해시 대동면 대동로 308 (주동리)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력,정규직,경남 김해시,2026-09-26,https://www.jobkorea.co.kr/Recruit/GI_Read/49868533,,2026-09-07 19:07:07,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49868681,㈜더즐거운상상,더즐거운상상,[센텀마크 호텔 양양] 객실팀 사원/주임급 채용,"호텔, 객실, 사원, 센텀마크 호텔 양양",,,,,,,,,,,,,,,,,,,,,,,없음,,학력무관,무관,0,정규직,정규직,,강원,양양군,강원도 양양군,강원도 양양군 양양읍 한고개길 9,,2026-09-26,기한,"㈜더즐거운상상에서 정규직 경력무관 채용을 진행합니다. 근무지는 강원도 양양군 양양읍 한고개길 9 이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력무관,정규직,강원도 양양군,2026-09-26,https://www.jobkorea.co.kr/Recruit/GI_Read/49868681,,2026-09-07 19:07:20,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49868833,바이탈에어코리아㈜,바이탈에어코리아,[육아휴직 대체인력] 부산 의료기기 기술지원 엔지니어 (1년 계약직),"인력, 기술지원, 엔지니어, 육아휴직 대체인력",,,,,,,,,,,,,,,,,,,,,,,없음,,초대졸 이상,무관,0,계약직,계약직,,경남,양산시,경남 양산시,경남 양산시 물금읍 증산역로 177 (가촌리,,2026-09-26,기한,"바이탈에어코리아㈜에서 계약직 경력무관 채용을 진행합니다. 근무지는 경남 양산시 물금읍 증산역로 177 (가촌리, 라피에스타)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력무관,계약직,경남 양산시,2026-09-26,https://www.jobkorea.co.kr/Recruit/GI_Read/49868833,,2026-09-07 19:07:32,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49894496,위쉬정보기술㈜,위쉬정보기술,부산 BNK 프로젝트 AI플랫폼 개발 python,"플랫폼, 개발",,,,,,,,,,,,,,,,,,,,,,,없음,,학력무관,무관,0,"정규직, 계약직","계약직, 정규직",,서울,구로구,서울 구로구,서울 구로구 구로동,,2026-10-01,기한,"위쉬정보기술㈜에서 정규직 경력무관 채용을 진행합니다. 근무지는 서울 구로구 구로동이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력무관,"정규직, 계약직",서울 구로구,2026-10-01,https://www.jobkorea.co.kr/Recruit/GI_Read/49894496,,2026-09-07 19:10:24,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49703430,㈜삼오진건설,삼오진건설,[부산진구] 전문건설업 현장관리자 채용 합니다.,"건설 현장, 현장, 현장관리, 교육",건설 현장,,안전교육 실시/tbm활동 ㆍ현장관련 서류 작업 및 관리 ㆍ작업일보 작성 ㆍ업무회의 ㆍ현장 일용직 관리 및 서류 작성 ㆍ관공서 업무 등,경력 경력무관 학력 학력무관,"기본우대 인근거주자, 차량소지자, 운전가능자, 지방근무 가능자, 문서작성 우수자, 즉시출근 가능자, 장기근무 가능자",,,,,,,건설·시공·토목·조경,,주6일(월~토),08:00,17:00,주6일(월~토) 08:00 ~ 17:00,연봉,3900,,연봉 3900만원 ~ 0만원,1,명시,1,,무관,0,정규직,정규직,,서울,서초구,서울 서초구,"서울 서초구 동작대로 22 (방배동, 삼미빌딩) 3층",,2026-10-02,기한,"㈜삼오진건설에서 정규직 경력무관 채용을 진행합니다. 근무지는 서울 서초구 동작대로 22 (방배동, 삼미빌딩)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력무관,정규직,서울 서초구,2026-10-02,https://www.jobkorea.co.kr/Recruit/GI_Read/49703430,,2026-09-07 19:11:41,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49705419,㈜세마그룹,세마그룹,[서울/대구/부산] 병원 CS 강사 (경력),"CS, 강사",,,,,,,,,,,,,,,,,,,,,,,없음,,학력무관,경력,,정규직,정규직,,서울,,대한민국 서울특별시,대한민국 서울특별시 서초구 강남대로 241,,2026-10-02,기한,"㈜세마그룹에서 정규직 경력 채용을 진행합니다. 근무지는 대한민국 서울특별시 서초구 강남대로 241, 17F이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력,정규직,대한민국 서울특별시,2026-10-02,https://www.jobkorea.co.kr/Recruit/GI_Read/49705419,,2026-09-07 19:12:08,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49705366,㈜세마그룹,세마그룹,[서울/대구/부산] 병원 마케터 (경력),마케터,,,,,,,,,,,,,,,,,,,,,,,없음,,학력무관,경력,,정규직,정규직,,서울,,대한민국 서울특별시,대한민국 서울특별시 서초구 강남대로 241,,2026-10-02,기한,"㈜세마그룹에서 정규직 경력 채용을 진행합니다. 근무지는 대한민국 서울특별시 서초구 강남대로 241, 17F이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력,정규직,대한민국 서울특별시,2026-10-02,https://www.jobkorea.co.kr/Recruit/GI_Read/49705366,,2026-09-07 19:12:08,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49705945,㈜굿앤피플컴퍼니,굿앤피플컴퍼니,쿠팡 워터플렉스 파트너사 / 생수 전담 택배 배송기사 / 부산s1,"배송기사, 배송, 기사, 택배",배송기사,,,경력 경력무관 학력 학력무관,,,,,,,,물류·운송·배송,,주5일(월~금),09:00,18:00,주5일(월~금) 09:00 ~ 18:00,월급,400,500,월급 400만원 ~ 500만원,1,명시,1,,무관,0,"정규직, 계약직","계약직, 정규직",,서울,송파구,서울 송파구,서울 송파구 방이동 65-2 진넥스레이크뷰 5층,,2026-10-02,기한,"㈜굿앤피플컴퍼니에서 정규직 경력무관 채용을 진행합니다. 근무지는 서울 송파구 방이동이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력무관,"정규직, 계약직",서울 송파구,2026-10-02,https://www.jobkorea.co.kr/Recruit/GI_Read/49705945,,2026-09-07 19:12:16,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49705981,㈜굿앤피플컴퍼니,굿앤피플컴퍼니,쿠팡 워터플렉스 파트너사 / 생수 전담 택배 배송기사 / 부산 s1,"배송기사, 배송, 기사, 택배",배송기사,,,경력 경력무관 학력 학력무관,,,,,,,,물류·운송·배송,,주5일(월~금),09:00,18:00,주5일(월~금) 09:00 ~ 18:00,월급,400,500,월급 400만원 ~ 500만원,1,명시,1,,무관,0,"정규직, 계약직","계약직, 정규직",,서울,송파구,서울 송파구,서울 송파구 방이동 65-2 진넥스레이크뷰 5층,,2026-10-02,기한,"㈜굿앤피플컴퍼니에서 정규직 경력무관 채용을 진행합니다. 근무지는 서울 송파구 방이동이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력무관,"정규직, 계약직",서울 송파구,2026-10-02,https://www.jobkorea.co.kr/Recruit/GI_Read/49705981,,2026-09-07 19:12:17,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49883387,더불정보기술㈜,더불정보기술,LOGITECH 오프라인 순회사원(부산/울산/경주-마트/테라토리 업체 영업지원),"사원, 영업, 테라토리 업체 영업지원, 순회사원",,,,,,,,,,,,,,,,,,연봉,3000,3501,"연봉 30,000,000원 ~ 35,010,000원",,없음,,학력무관,무관,0,정규직,정규직,,서울,용산구,서울 용산구,서울 용산구 한강대로52길 25-8 (한강로1가),,2026-09-30,기한,"더불정보기술㈜에서 정규직 경력무관 채용을 진행합니다. 근무지는 서울 용산구 한강대로52길 25-8 (한강로1가)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력무관,정규직,서울 용산구,2026-09-30,https://www.jobkorea.co.kr/Recruit/GI_Read/49883387,,2026-09-07 19:14:14,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49904255,㈜에이치앤티아웃소싱시스템,에이치앤티아웃소싱시스템,[대구/부산] SK Telecom 고객센터 114 사원 채용 (신입/경력),"사원, 고객센터",,,,,,,,,,,,,,,,,,연봉,3200,3801,"연봉 32,000,000원 ~ 38,010,000원",,없음,,학력무관,경력,,정규직,정규직,,대구,달서구,대구 달서구,대구 달서구 본리동,,2026-10-02,기한,"㈜에이치앤티아웃소싱시스템에서 정규직 신입·경력 채용을 진행합니다. 근무지는 대구 달서구 본리동이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",신입·경력,정규직,대구 달서구,2026-10-02,https://www.jobkorea.co.kr/Recruit/GI_Read/49904255,,2026-09-07 19:20:19,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49879320,메드트로닉코리아 유한회사,메드트로닉코리아,[메드트로닉코리아] 영업담당자 - 부산/울산/경남,"Sales Representative, 영업, 영업담당자, 설치, 판매, 유통",Sales Representative,,"(Primary Responsibilities) 제품 설치 (Installation) 관련 활동 관리 담당 지역 및 주요 고객을 대상으로 Medtronic 제품 및 서비스를 판매하여 영업 목표를 달성하거나 초과 달성 유통업체 (Distributor) 및 의료진 (HCP) 을 포함한 주요 이해관계자와 장기적인 관계 구축 및 강화 잠재 고객 발굴 , 고객 니즈 분석 및 제품 / 서비스 제공을 통해 Medtronic 제품 및 서비스의 가치 극대화 회사 제품 및 서비스 관련 교육 프로그램 기획 및 지원 고객 및 경쟁사 활동을 포함한 시장 조사 수행 시장 개발 계획 및 전략 실행 , 필요 시 전략 수정 및 개선 신규 제품 또는 기존 제품의 개선 사항에 대한 고객 피드백을 수집하여 R&D, Operations, Marketing 등 내부 이해관계자와 공유 필수",경력 경력무관 학력 대졸이상,,,015100,영업 및 판매 관련 관리자,0,경영·사무·금융·보험,추정,의료기기 도매업,,주5일(월~금),09:00,18:00,주5일(월~금) 09:00 ~ 18:00,회사내규,,,회사 내규에 따름 (면접 후 결정),1,명시,1,,무관,0,정규직,정규직,,서울,강남구,서울시 강남구,서울시 강남구 테헤란로 534 글라스타워 17층,,2026-09-27,기한,"메드트로닉코리아 유한회사에서 정규직 경력무관 채용을 진행합니다. 근무지는 서울시 강남구 테헤란로 534 글라스타워 17층이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력무관,정규직,서울시 강남구,2026-09-27,https://www.jobkorea.co.kr/Recruit/GI_Read/49879320,,2026-09-07 19:22:58,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49871477,민옵틱,민옵틱,[민옵틱] 안경 영업직 채용 공고 (부산),영업직,,,,,,,,,,,,,,,,,,,,,,,없음,,학력무관,무관,0,계약직,계약직,,대전,유성구,대전 유성구,대전 유성구 유성대로 1646 (전민동,,2026-09-26,기한,"민옵틱에서 경력무관 채용을 진행합니다. 근무지는 대전 유성구 유성대로 1646 (전민동, 한남대대덕밸리캠퍼스)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력무관,계약직,대전 유성구,2026-09-26,https://www.jobkorea.co.kr/Recruit/GI_Read/49871477,,2026-09-07 19:27:16,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49896807,사회적협동조합 케어닥플러스,사회적협동조합케어닥플러스,[센텀힐병원] 병동지원인력 모집,"인력, 병동",,,,,,,,,,,,,,,,,,월급,216,217,"월급 2,160,000원 ~ 2,170,000원",,없음,,학력무관,무관,0,계약직,계약직,,경남,양산시,경남 양산시,경남 양산시 평산로 11 (평산동),,2026-10-01,기한,"사회적협동조합 케어닥플러스에서 계약직 경력무관 채용을 진행합니다. 근무지는 경남 양산시 평산로 11 (평산동)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력무관,계약직,경남 양산시,2026-10-01,https://www.jobkorea.co.kr/Recruit/GI_Read/49896807,,2026-09-07 19:34:51,제목엔 부산이나 근무지주소가 타지역
