공고URL,직종코드,담당업무,직종,직무키워드,학력,경력,급여,근무형태,상세주소,모집인원,수집시각
https://www.jobkorea.co.kr/Recruit/GI_Read/5590328/Ext?siteCode=WN&sc=,153107,"『북항마리나』상근직원 및 파트 공개모집 공고 대시민 만족 및 감동서비스를 제공하고 부산체육 발전을 위해 북항마리나에서 근무할 유능하고 역량 있는 인재를 다음과 같이 공개 모집합니다. 1. 채용분야 및 인원 ❍ 계약기간 : 채용일로부터 1년간 (추후 계약기간 연장 가능) ❍ 계약형태 : 계약직(기간제 근로자) ❍ 근무개시 : 채용시 협의 ❍ 근 무 지 : 북항마리나(부산광역시 중구 이순신대로 72 부산북항마리나) ❍ 분야별 채용인원 - 시설관리(전기안전관리자) 채용인원 : 1명 근무시간 : 09:00~18:00 담당업무 : 전기설비의 유지관리 등 - 시설관리(검사기기관리자) 채용인원 : 1명 근무시간 : 근무편성에 따른 로테이션 근무 (05:00~14:00/12:30~21:30) 담당업무 : 보일러 등 검사대상기기 유지관리 등 2. 채용분야별 근무조건 및 응시자격 - 시설관리(전기안전관리자) - 채용완료 기본급 : 340만원 자격기준 : 연령제한 없음, 전기 무제한 선임가능한 자격증 보유자 - 시설관리(검사기기관리자) 기본급: 250만원 자격기준: 연령제한 없음, 에너지관리기능사 이상 보유자 ※ 기타 수당, 상여금 등 : 해당 운영규정에 따라 별도 지급 ※ 채용 관련 자세한 내용은 첨부파일 확인 요망",전기안전 기술자,전기안전기술자,학력무관,관계없음,월급 340만원 ~ 340만원,고용형태,부산광역시 중구 이순신대로 72 (중앙동4가),2명,2026-09-08 21:02:26
https://www.jobkorea.co.kr/Recruit/GI_Read/5590089/Ext?siteCode=WN&sc=,027200,"건설현장 청구, 전표 관리, 세금계산서 발행, 간단한 회계업무.",경리 사무원,-,고졸~대졸(4년),경력,월급 200만원 ~ 230만원,고용형태,부산광역시 강서구 공항로 255 (대저2동),1명,2026-09-08 21:02:26
https://www.jobkorea.co.kr/Recruit/GI_Read/5616382/Ext?siteCode=WN&sc=,813200,"1. 수행직무 - 머시닝센터 작업(조작, 프로그래밍) 2. 자격요건 - 프레스금형 가공 경력자 - 가공프로그램 변환 가능자 - CAD가능자 3. 참고사항 - 연봉협의 가능 - 수습기간 3개월 후 재조정 가능 - 근무시간 협의 가능",금속 공작기계 조작원,그라인더조작원,학력무관,경력,"연봉 3,000만원 ~ 6,000만원",고용형태,부산광역시 사상구 대동로180번길 17 (학장동),1명,2026-09-08 21:02:27
https://www.jobkorea.co.kr/Recruit/GI_Read/5590422/Ext?siteCode=WN&sc=,550102,"*주례동 재가요양보호사 모집 - 4등급 82세 여자어르신(독거) - 보행가능, 5층아파트 3층거주 - 병원동행, 가사일반, 정서지원 - 주3일, 9:00~12:00 (3시간) - 급여 : 시급 13,000원 (제수당포함)",재가 요양보호사,-,학력무관,관계없음,"시급 13,000원 이상",고용형태,"부산광역시 사상구 가야대로378번길 46, 가동 (주례동, 송림주택)",1명,2026-09-08 21:02:27
https://www.jobkorea.co.kr/Recruit/GI_Read/5590729/Ext?siteCode=WN&sc=,550102,"<재가방문요양보호사 모집> - 3등급 남자 어르신 (80대초반) - 근무시간 : (화,목,금) 14:00~17:00 - 근무지 : 부산시 금정구 금강로 502, 롯데캐슬 - 제출서류 : 이력서, 요양보호사 자격증 사본, 건강검진",재가 요양보호사,재가요양보호사,학력무관,관계없음,"시급 13,000원 ~ 13,000원",고용형태,"부산광역시 금정구 금강로 502, 롯데캐슬 (구서동, 구서동롯데캐슬골드)",1명,2026-09-08 21:02:27
https://www.jobkorea.co.kr/Recruit/GI_Read/5584695/Ext?siteCode=WN&sc=,016301,- 공장 관리 총괄 - 생산 및 제조업 총괄 관리 - 생산현장 공장 관리 및 개선 - 경력5년이상 - 면접시 연봉 협의 가능 - 수습기간 3개월(협의 가능),기계·금속·비금속 제조 관리자(공장장),-,학력무관,경력,"연봉 3,500만원 ~ 4,000만원",고용형태,부산광역시 강서구 녹산산업중로 409 (송정동),1명,2026-09-08 21:02:27
https://www.jobkorea.co.kr/Recruit/GI_Read/5584669/Ext?siteCode=WN&sc=,550102,"-90대 남자어르신(3등급) 샤워, 일상생활도움 연락처 051-782-5640",재가 요양보호사,재가요양보호사,학력무관,관계없음,"시급 13,000원 이상",고용형태,"부산광역시 해운대구 좌동순환로299번길 11 (좌동, 벽산2차아파트)",1명,2026-09-08 21:02:27
https://www.jobkorea.co.kr/Recruit/GI_Read/5584675/Ext?siteCode=WN&sc=,016300,"사출 조건 관리, 제품 품질관리, 금형 교환, 현장 관리 야간 관리자",제품 생산 관련 관리자,-,학력무관,경력,"연봉 3,600만원 ~ 4,000만원",고용형태,"부산광역시 사상구 장인로17번길 11, 금하상사 (감전동)",1명,2026-09-08 21:02:28
https://www.jobkorea.co.kr/Recruit/GI_Read/5616383/Ext?siteCode=WN&sc=,813101,"1. 업무내용 - 프레스 금형 세팅, 조립, 샘플제작 2. 자격요건 - 프레스 금형 제작 경력 - 도면 독해 가능 3. 참고사항 - 연봉협의 가능 - 근무시간 협의 가능 - 수습기간 3개월",프레스 금형 제조원,프레스금형미각기원,학력무관,경력,"연봉 3,000만원 ~ 6,000만원",고용형태,부산광역시 사상구 대동로180번길 17 (학장동),1명,2026-09-08 21:02:28
https://www.jobkorea.co.kr/Recruit/GI_Read/5585273/Ext?siteCode=WN&sc=,821200,"CNC 가공기계 조작및 보조 업무, 경력없어도 지원가능(보조)",금속가공 기계 조작원,-,학력무관,경력,"연봉 3,400만원 ~ 3,800만원",고용형태,부산광역시 강서구 녹산산단261로60번길 8,1명,2026-09-08 21:02:28
https://www.jobkorea.co.kr/Recruit/GI_Read/5585718/Ext?siteCode=WN&sc=,028407,"· 철근 포장 작업 · 제품 출하관리 · 현장 안전관리 · 사내 출하(제품코드 및 수량확인), 이적관리 · 기본 전산업무",창고 관리원(자재 검수원 포함),-,학력무관,관계없음,"시급 11,000원 이상",고용형태,부산광역시 사하구 을숙도대로 760 (구평동),1명,2026-09-08 21:02:28
https://www.jobkorea.co.kr/Recruit/GI_Read/5584914/Ext?siteCode=WN&sc=,550102,"금곡주공5단지 5등급 4등급 여자어르신 구합니다 주 5일근무 원하시면 6일도 가능 근무시간 협의 가능 시급10,320원+기타수당=포괄시급 13,000원",재가 요양보호사,-,학력무관,관계없음,"시급 10,320원 ~ 10,320원",고용형태,"부산광역시 북구 효열로37번길 22 (금곡동, 금곡5단지주공아파트)",1명,2026-09-08 21:02:29
https://www.jobkorea.co.kr/Recruit/GI_Read/5585933/Ext?siteCode=WN&sc=,214600,"영도자동차운전전문학원에서 함께하실 학과 강사 및 검정원을 구인합니다. 직무 내용 : 학사 업무, 기능 교육, 검정 필요 기술 : 학과 강사 및 검정원 자격증 필수입니다. 시간 외 근무시간이 있을 수 있습니다. (시급 1.5배), 근무시간 및 점심시간, 급여 변동가능 러쉬아웃시간(휴게시간) 08:00~09:00 있습니다. 휴일(토,일요일, 공휴일) 근무할 수도 있습니다. 근무형태를 보고 난 후 계약기간 1개월씩 연장할 수 있습니다.",자동차 운전 강사,자동차학원강사,학력무관,관계없음,"시급 10,320원 ~ 10,320원",고용형태,"부산광역시 영도구 조내기로 68, 영도자동차운전전문학원 (청학동)",3명,2026-09-08 21:02:29
https://www.jobkorea.co.kr/Recruit/GI_Read/5586450/Ext?siteCode=WN&sc=,550102,"채용직종 : 주 5일 방문요양보호사 대상자 : 4등급 여자 어르신 근무지역 : 개금 백병원 근처 케어내용 : 가사도움 필요, 산책, 장보기, 말벗도움 등 근무시간 : 10:00-13:00 시급: 10,320원 (포괄시급: 13,500원)",재가 요양보호사,재가요양보호사,학력무관,경력,"시급 10,320원 ~ 10,320원",고용형태,"부산광역시 부산진구 진사로61번길 29, 개금시영아파트 (개금동, 개금 시영)",1명,2026-09-08 21:02:29
https://www.jobkorea.co.kr/Recruit/GI_Read/5587135/Ext?siteCode=WN&sc=,813201,"cnc설비 단순 조작 사상 또는 전조기 단순 조작 소재 투입, 배출, 육안검사 외 주간근무 월,화,목,금 : 08:00~18:00(1시간 연장) 수 : 08:00~17:00 토요일 특근시 08:00~17:00 야간근무 월~금: 18:00~05:00 (휴게1시간) 3개월 단위 계약갱신 가능",CNC 선반 조작원(NC 선반 조작원),-,학력무관,관계없음,"시급 10,320원 ~ 10,320원",고용형태,"부산광역시 사상구 사상로368번길 25, 대진정기(주) (덕포동)",1명,2026-09-08 21:02:29
https://www.jobkorea.co.kr/Recruit/GI_Read/5584657/Ext?siteCode=WN&sc=,890006,"냉동수산물( 고등어, 동태, 갈치 등) 포장반 / 전처리반 모집 신입경력무관",식품 분야 단순 종사원,식품분야 단순노무자,학력무관,경력,"시급 10,320원 ~ 10,320원",고용형태,"부산광역시 서구 원양로 1, B동 307호 (암남동, 수산가공선진화단지) (암남동)",3명,2026-09-08 21:02:30
https://www.jobkorea.co.kr/Recruit/GI_Read/5587292/Ext?siteCode=WN&sc=,822302,"*조선기자재 생산경력직 3명 모집* 1. 직무내용: 도면해석, 취부작업, 제관 2. 자격요건: 경력 3년 이상 필수",제관 보조원(견습공),제관보조원,학력무관,경력,"시급 12,000원 이상",고용형태,"부산광역시 강서구 미음산단3로 115, (주)흥진티엔디 (미음동)",3명,2026-09-08 21:02:30
https://www.jobkorea.co.kr/Recruit/GI_Read/5587361/Ext?siteCode=WN&sc=,159103,1) 도면 작성 (AUTO CAD) _ 필수 3년 이상 경력자 2) 품질팀 보조 업무 3) VALVE 개발 업무 가능자 우대 (동종업계 경험자 우대),기계·금속 제도사(캐드원),기계제도사,학력무관,경력,"연봉 3,000만원 이상",고용형태,"부산광역시 강서구 미음산단로 394, GP INTERNATIONAL (미음동)",1명,2026-09-08 21:02:30
https://www.jobkorea.co.kr/Recruit/GI_Read/5587022/Ext?siteCode=WN&sc=,890000,"게맛살 생산직(단순가공업무/남녀무관) 직원채용 모집 1. 모집분야 : 생산직(단순가공업무) 2. 모집인원 : 5명 3.급여 : 10,320 원 4.근무시간 : 08:00 ~ 17:00 (주5일근무) (생산스케쥴에 따라 토요근무 발생할수 있음, 연장근무시 1.5배 수당 별도지급) 5. 근무지 : 부산광역시 서구 원양로 87(암남동) 6. 기타: 4대보험 가입 및 퇴직금 * 인근거주자 우대 *",기타 제조 관련 단순 종사원,권선공,학력무관,관계없음,"시급 10,320원 ~ 10,320원",고용형태,부산광역시 서구 원양로 87,5명,2026-09-08 21:02:30
https://www.jobkorea.co.kr/Recruit/GI_Read/5587477/Ext?siteCode=WN&sc=,027102,"회계사무실 업무 (법인,개인(성실포함) 결산 가능한 분",회계 사무원(회계·세무 사무소),회계사무원(회계사무소),학력무관,경력,"연봉 3,000만원 ~ 4,000만원",고용형태,부산광역시 연제구 고분로 25 (연산동),2명,2026-09-08 21:02:31
https://www.jobkorea.co.kr/Recruit/GI_Read/5584680/Ext?siteCode=WN&sc=,813201,"[모집직무] CNC 선반 조작원(NC 선반 조작원), 목재 가공 관련 기계 조작원, CNC 밀링기 조작원(NC 밀링기 조작원) [직무소개] 첨단 CNC 가공 기술을 활용하여 고품질 제품을 생산하는 데 기여합니다. 다양한 CNC 가공 기계를 조작하고 운영하며, 정밀한 작업을 통해 뛰어난 제품을 만드는 역할을 담당합니다. [주요업무] - CNC 선반, 밀링기 등을 조작하여 다양한 재료를 가공 - 작업 순서에 따라 프로그램을 설정하고, 가공 작업 진행 - 가공된 제품의 품질을 검사하고, 불량 발생 시 원인 분석 및 개선 - 작업 장비 및 도구 관리 - 안전사고 예방 및 작업 환경 유지",CNC 선반 조작원(NC 선반 조작원),-,학력무관,경력,"시급 10,320원 이상",고용형태,부산광역시 강서구 낙동북로138번길 31 (강동동),3명,2026-09-08 21:02:31
https://www.jobkorea.co.kr/Recruit/GI_Read/5586676/Ext?siteCode=WN&sc=,531804,"★ 산업체 식당 (조리 반장급)모집-단시간 ★ ................................................................. ▶근무조건: 조리 반장 (1명) : 08:00 ∼ 14:30(주5일) / 기본급 월 2,000,000 (4대보험 / 퇴직연금 / 연차수당 / 연장 수당 별도 지급) - 격주 토요일 근무 시 주말 수당 지급 - 석식 근무 시(4시간) 추가 수당 지급 ▶접수방법: (1)전화문의 : 051-831-2820 (2)이력서 접수 이메일 saeson001@hanmail.net 팩 스 051-831-2825 ▶주요업무 : 주방 조리 업무, - 현재 조리사(반장 급 1명) / 조리보조원 3명 / 영양사 근무 - 일 식수: 300-350식(중식 운영) ＊채용 시 조기 마감 됩니다",사업체 구내식당 급식 조리사,(회사)구내식당조리사,학력무관,경력,월급 200만원 ~ 200만원,고용형태,"부산광역시 사하구 구평로16번길 71, 강남 (구평동)",1명,2026-09-08 21:02:31
https://www.jobkorea.co.kr/Recruit/GI_Read/5587610/Ext?siteCode=WN&sc=,016100,"- 직무내용 : 건설현장소장, 인테리어, 공무 등 - 직 급 : 차장 및 부장 (면접 후 결정) - 근무형태 : 정규직 (수습기간 3개월) - 자격요건 : 인테리어 현장 관리 가능자(필수), 건설기술인협회 중급 이상(우대), CAD 및 컴퓨터 활용가능자 - 근무지역 : 현장에 따라 파견 근무 형태 (부산, 울산, 경남 전체, 경북 전체) - 우대사항 : 건축기사, 실내건축기사 자격증 보유자, 숙박시설 신축 및 리모델링 현장관리자 경력 보유자 - 복리후생 : 4대보험, 퇴직금, 중식 제공, 유류비 일부지원",건설 및 광업 관련 관리자(부서장),건설관련관리자,학력무관,경력,월급 450만원 이상,고용형태,부산광역시 연제구 신금로5번길 18 (연산동),1명,2026-09-08 21:02:32
https://www.jobkorea.co.kr/Recruit/GI_Read/5586355/Ext?siteCode=WN&sc=,027201,"[모집직무] 단순 경리 사무원, 경리 사무원(무역), 무역 사무원(영어) [직무소개] 부산 동구 범일동에 위치한 수입 수산물 유통업체입니다. 본직무는 수산물 수입 관련 무역 업무를 총괄합니다. 간단한 영어 이메일 소통과 단순 경리 업무까지 담당할 책임감 있는 인재을 찾고 있습니다. [주요업무] - 수산물 수입 업무 처리 - 해외 거래처와의 이메일 소통 - 수산물 유통 프로그램(씨오버) 관리 - 간단한 경리 업무 수행",경리 사무원(무역),-,학력무관,경력,"연봉 3,000만원 이상",고용형태,"부산광역시 동구 자성로116번길 2, 105-504(범일동, 두산위브포세이돈2차) (범일동, 두산위브포세이돈Ⅱ)",1명,2026-09-08 21:02:32
https://www.jobkorea.co.kr/Recruit/GI_Read/5587309/Ext?siteCode=WN&sc=,550102,"* 장전동 거주/온천장역 10분거리 - 4등급 여자어르신(80대 초반) / 독거 - 주3일 13:00~16:00 (화,토) / 15:00~18:00(목) - 시급: 10,320원(수당포함 13,100원) - 신체활동,정서지원,가사 및 일상생활지원 등",재가 요양보호사,재가요양보호사,학력무관,관계없음,"시급 10,320원 ~ 10,320원",고용형태,"부산광역시 금정구 식물원로 35, . (장전동, 용진힐타운)",1명,2026-09-08 21:02:32
https://www.jobkorea.co.kr/Recruit/GI_Read/5587668/Ext?siteCode=WN&sc=,852300,배합실 (약품배합) *3개월 수습기간 (급여동일),화학제품 생산기 조작원,바이오가스운영원,학력무관,관계없음,"시급 11,100원 ~ 11,100원",고용형태,부산광역시 사하구 신산로 111,1명,2026-09-08 21:02:32
https://www.jobkorea.co.kr/Recruit/GI_Read/5612650/Ext?siteCode=WN&sc=,159104,"서류 및 기술검토 기계.기구 설계, 조선기자재 설계, 제작도면 설계, 승인도 BOM작성",전기·전자 장비 제도사(캐드원),전기전자제도사,학력무관,관계없음,"연봉 3,690만원 ~ 5,160만원",고용형태,"부산광역시 부산진구 중앙대로 766, 2층 (부전동)",2명,2026-09-08 21:02:32
https://www.jobkorea.co.kr/Recruit/GI_Read/5587705/Ext?siteCode=WN&sc=,231101,1) 장애인 일상생활 보조지원 2) 서류작성 3 ) 프로그램 계획 및 진행 4) 근무형태 : 정규직,사회복지사(사회복지시설),"사회복지사(사회복지시설, 노인복지시설, 장애인복지시설 등)",학력무관,경력,월급 260만원 이상,고용형태,"부산광역시 서구 천해로7번길 55-10, 나라단기거주시설 (암남동)",1명,2026-09-08 21:02:32
https://www.jobkorea.co.kr/Recruit/GI_Read/5584664/Ext?siteCode=WN&sc=,027200,"우리 회사는 성장하고 있는 분야에서 사업을 운영하는 기업입니다. 다양한 업무를 효율적으로 수행하기 위해 경리업무, 회계업무를 담당할수 있는분을 모집합니다. - 결산 업무 - 회계 관련 업무 처리 - 경리 업무 지원 등 - 토요일 근무( 9시 - 6시 / 빨리 마무리 되는 날은 일찍 마칠 수 있음)",경리 사무원,경리장부정리원,학력무관,경력,월급 265만원 ~ 270만원,고용형태,부산광역시 사하구 다송로 71 (다대동),1명,2026-09-08 21:02:33
https://www.jobkorea.co.kr/Recruit/GI_Read/5584674/Ext?siteCode=WN&sc=,232100,1.시간제반 교사 2. 행정 업무외,보육교사,어린이집교사,학력무관,경력,월급 234만원 ~ 250만원,고용형태,"부산광역시 금정구 금샘로18번길 79-21, 1층 (장전동)",1명,2026-09-08 21:02:33
https://www.jobkorea.co.kr/Recruit/GI_Read/5585710/Ext?siteCode=WN&sc=,550101,- 입소 어르신의 일상생활을 지원하기 위한 장기요양서비스 제공 - 입소 어르신 생활환경 관리,요양보호사(노인요양사),요양보호사,학력무관,관계없음,월급 245만원 ~ 260만원,고용형태,"부산광역시 기장군 장안읍 못안길 47, 반석노인건강센터",2명,2026-09-08 21:02:33
https://www.jobkorea.co.kr/Recruit/GI_Read/5584696/Ext?siteCode=WN&sc=,028502,- 생산관리 업무 - 컴퓨터활용능력ㆍ문서작성ㆍ엑셀 우수 - 운전가능자 - 동종업체경력우대 - 수습기간 3개월(협의 가능),생산관리 사무원(기계·자동차·금속),-,학력무관,경력,"연봉 3,500만원 ~ 3,500만원",고용형태,부산광역시 강서구 녹산산업중로 409 (송정동),1명,2026-09-08 21:02:33
https://www.jobkorea.co.kr/Recruit/GI_Read/5585265/Ext?siteCode=WN&sc=,890000,터미널 내 컨테이너 수리,기타 제조 관련 단순 종사원,-,학력무관,관계없음,"연봉 2,800만원 ~ 2,900만원",고용형태,"부산광역시 강서구 성북동 신항남로 454, 성북동 현대부산신항만 (성북동)",5명,2026-09-08 21:02:33
https://www.jobkorea.co.kr/Recruit/GI_Read/5585709/Ext?siteCode=WN&sc=,550101,2개층 생활실 업무 총괄,요양보호사(노인요양사),요양보호사,학력무관,경력,월급 245만원 ~ 250만원,고용형태,"부산광역시 기장군 장안읍 못안길 47, 반석노인건강센터",1명,2026-09-08 21:02:34
https://www.jobkorea.co.kr/Recruit/GI_Read/5584656/Ext?siteCode=WN&sc=,028302,"1. Marine Division 2. Damage / Hull Survey 3. Oil & Petrochemical Survey 4. Tank Calibration 5. Towage / MWS (Marine Warranty) 6. Insurance 7. Laboratory 화물의 안전한 선적 하역을 위한 검사원을 모집합니다. *근무지역 : 전국 ( 부산, 경남, 울산, 광양, 인천, 평택, 여수, 목포, 동해, 포항, 제주도 등 전국으로 출장 가능자 ) 해외 출장 가능자 (경력직 및 자격증 소지자만- 신입사원은 해외출장 없습니다.) *자격증은 입사후 반드시 취득 필수 조건입니다. *업무상 개인차량 반드시 필요합니다. (부두내에 이동을 걸어서 할수는 없습니다.) *근무시간은 하루 8시간 기준이지만, 아침 9시부터 출근해서 업무를 하는것이 아니라 업무특성상(선박일정, 기상등의 조건등으로) 오전 또는 오후, 또는 야간 , 주말에 업무를 할 수도 있습니다. 예1) 월 오전 9시 ~ 오전 12시 근무 -> 이후시간 근무 없음 예2) 화 오후 5시 ~ 오후 8시 근무 -> 오전시간 근무 없음 예3) 수 근무 없음 예4) 목 근무 없음 예5) 금 새벽 1시 ~ 새벽 3시 근무 -> 이후시간 근무 없음 예6) 토 근무 없음 예7) 일 오전 8시~ 오전 10시 근무 예8) 월 근무 없음 *평일에 근무가 전혀 없는 경우도 빈번합니다. 이런 경우에도 정규직이므로 월급변경은 없습니다.. *연봉(최저임금이상)은 연장수당, 휴일수당 포함된 금액이며, 업무시 부산,경남(당일업무) 근무시 중식비, 석식비 지방 출장시(식사비, 숙박비,유류비, 통행료,) 별도 제공 개인차량지원금, 통행료, 유류비, 업무용 주차비 지원됩니다. 해외출장시 별도의 추가 해외출장수당, BUNKER 업무시 (VPS) 추가수당 지급됩니다. *업무상 밤낮이 바뀌는 근무가 될수도 있습니다. 이점 참고하시어 지원하여 주십시요. 현재 바로 투입 가능한 직원 채용을 원하고 있습니다. *근무시간과 근무장소등은 업무상황에 따라 매일 다르게 배정됩니다. 월) 북항 (오전) 화) 근무없음 수) 창원(오후) ........ * 유동성 있는 근무시간은 장점이자 단점입니다. 본인의 라이프 스타일과 적합하다고 생각하시는 분들의 많은 지원 바랍니다. * 고용보험용 지원은 자제바랍니다.",수상 운송 사무원(해상 운송),-,대졸(4년),관계없음,"연봉 3,200만원 이상",고용형태,"부산광역시 남구 신선로 2, 부산지식산업센터 우암점 312호 (우암동)",2명,2026-09-08 21:02:34
https://www.jobkorea.co.kr/Recruit/GI_Read/5584677/Ext?siteCode=WN&sc=,813204,"밀링금속 가공업무, 범용밀링2호기, 5호기 / 금속재료시험편가공 / 회사사정에 따라 연장근로할 수 있음 (연장수당 별도 지급) 밀링 또는 충격시험편 가공 가능자 우대합니다.",범용 밀링기조작원,범용밀링기기능원,학력무관,경력,월급 300만원 ~ 300만원,고용형태,부산광역시 사상구 가야대로195번길 12-21 (주례동),1명,2026-09-08 21:02:34
https://www.jobkorea.co.kr/Recruit/GI_Read/5584660/Ext?siteCode=WN&sc=,159103,"펀칭관련 캐드도면,캠작업을 하는일 입니다.",기계·금속 제도사(캐드원),기계캐드원,학력무관,관계없음,월급 215만원 ~ 215만원,고용형태,"부산광역시 사하구 감천항로419번길 40, 구평동",1명,2026-09-08 21:02:35
https://www.jobkorea.co.kr/Recruit/GI_Read/5584713/Ext?siteCode=WN&sc=,834000,"태양광 발전소 프로젝트 진행 관련 유경험자 모십니다 직무내용 주요업무 - 프로젝트 총괄부장 -정부 및 지자체 인혀가 업무( 개발행위허가, 개발행위 준공) -한전계통협의 -주요기자재(모듈,인버터,구조물 사양 검토) -시공 일정 관리 ,현장감독 및 협력사 조율",전기 및 전자설비 조작원,-,학력무관,경력,"연봉 5,000만원 ~ 6,000만원",고용형태,"부산광역시 강서구 과학산단1로60번길 32, 13동 607호 (지사동, 테크노파크) (지사동)",1명,2026-09-08 21:02:35
https://www.jobkorea.co.kr/Recruit/GI_Read/5584576/Ext?siteCode=WN&sc=,420100,"심화반, 선수반, 중등부 수업, 회원관리, 차량 운행 *실업급여 목적으로 지원하지 마세요! [일반인스포츠지도 > 유소년스포츠지도] 발달과정별 유소년스포츠 프로그램 구성하기,발달과정별 유소년스포츠 프로그램 지도하기,발달과정별 유소년스포츠 프로그램 평가하기",스포츠 감독 및 코치,축구감독및코치,학력무관,관계없음,"시급 15,000원 ~ 25,000원",고용형태,"부산광역시 기장군 정관읍 구연3로 17, 501,502호",1명,2026-09-08 21:02:35
https://www.jobkorea.co.kr/Recruit/GI_Read/5584655/Ext?siteCode=WN&sc=,531802,"상리자연어린이집 원아들의 급간식을 해주실 조리사 선생님을 모십니다 업무: 영유아, 교직원 중식 및 간식(오전,오후) 식재료 검수, 조리실 청소와 위생 관련 업무 근무시간: 주5일(오전8시~오후 5시 : 휴게시간12:30-13:30) 휴게시간 및 근무시간은 조율가능 조리사 자격증 필수이며 정년 60세",유치원·어린이집 급식 조리사,어린이집급식조리사,학력무관,관계없음,월급 223만원 이상,고용형태,"부산광역시 영도구 상리로 63- 1, 상리자연어린이집 (동삼동)",1명,2026-09-08 21:02:35
https://www.jobkorea.co.kr/Recruit/GI_Read/5585016/Ext?siteCode=WN&sc=,834000,생산팀 전기 기술자 모집합니다 PLC프로그램 (공작기계) * 위치 녹산공단에 위치하고 있으며 용원에서 5분 거리 * 근무시간 주 5일 / 40시간 근무 & 잔업 9시간 기본 ** 면접 시 방문하여 업무 내용 확인 가능 ** 인근 거주자 우대 ** 면접 후 즉시 출근 가능,전기 및 전자설비 조작원,-,학력무관,관계없음,월급 400만원 이상,고용형태,부산광역시 강서구 녹산산업중로 52-9 (송정동),1명,2026-09-08 21:02:36
https://www.jobkorea.co.kr/Recruit/GI_Read/5587769/Ext?siteCode=WN&sc=,531800,"- 총 1명 구인(조리실장1명) - 병원 환자 및 직원식 관련 조리업무 및 배식 관련 업무 - 세전 월 360만원이상 - 근무시간 05:00~17:00 (식사휴게포함 휴게 총2.5시간/ 월 6회 휴무, 연차 1개 사용 시 기준) -년 4회 10만원씩 상여지급,기타 본인 의료비 감면혜택 있음.",단체급식 조리사,-,학력무관,경력,월급 360만원 이상,고용형태,"부산광역시 남구 수영로 238, 부산고려병원 (대연동)",1명,2026-09-08 21:02:36
https://www.jobkorea.co.kr/Recruit/GI_Read/5586712/Ext?siteCode=WN&sc=,561101,"- 좋은삼선병원 청소업무 - 한달에 4번 휴무(평일 2일, 일요일 2일)","건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",아파트청소원,학력무관,관계없음,월급 222만원 이상,고용형태,"부산광역시 사상구 가야대로 326, 좋은삼선병원 (주례동)",1명,2026-09-08 21:02:36
https://www.jobkorea.co.kr/Recruit/GI_Read/5587655/Ext?siteCode=WN&sc=,307500,"어르신 유치원 주간보호센터에서 간호조무사 선생님 모십니다. - 시니어 우대 - 필수자격증 : 간호조무사, 운전면허증 1종 - 근무시간 : 08:00~17:00 (휴게1시간 포함) 변동 있을 수 있으나 협의 가능합니다. - 주5일 40시간 -정규직, 퇴직금 지급, 식사제공",간호조무사,-,학력무관,관계없음,월급 215만원 이상,고용형태,"부산광역시 사상구 사상로 332, 2층 (덕포동)",1명,2026-09-08 21:02:37
https://www.jobkorea.co.kr/Recruit/GI_Read/5585642/Ext?siteCode=WN&sc=,550102,"[금곡동]재가요양보호사 모집 - 4등급 83세 남자어르신 - 주5일 평일 09:00-12:00 - 율리벽산블루밍아파트 - 일상생활도움 등 - 13,000원(주휴수당, 연차수당 등 포함)",재가 요양보호사,재가요양보호사,학력무관,경력,"시급 10,320원 ~ 10,320원",고용형태,"부산광역시 북구 효열로 2, 율리벽산블루밍아파트 (금곡동, 율리벽산블루밍아파트)",1명,2026-09-08 21:02:37
https://www.jobkorea.co.kr/Recruit/GI_Read/5587639/Ext?siteCode=WN&sc=,159103,[담당업무] - 전기.전자 캐드원 - 생산품질 관리 [근무형태 (주/야)] - 주간 [자격요건] - 경력 3년 이상 [우대사항(자격증)] - 관련학과 우대 - 관련직종 경력자 우대,기계·금속 제도사(캐드원),기계제도사,학력무관,경력,월급 250만원 ~ 280만원,고용형태,부산광역시 강서구 과학산단1로103번길 57 (지사동),1명,2026-09-08 21:02:37
https://www.jobkorea.co.kr/Recruit/GI_Read/5587485/Ext?siteCode=WN&sc=,028406,"1. 구매 관리 : 외주업체 구매 신청, 수령 2. 납품 : 업체 제품 납품 3. 도면 관리 : 외주업체 의뢰 건 (캐드 가능자) *청년층 지원 가능*",자재·구매 사무원(일반 사업체),-,학력무관,경력,"연봉 3,000만원 이상",고용형태,"부산광역시 사상구 사상로433번길 9, 동양프론테크 (모라동)",1명,2026-09-08 21:02:38
